count,phase,cycle_id,heading_source_cycle_id,heading_yaw,heading_concentration,heading_fallback,acc_H_x,acc_H_y,acc_H_z,omega_H_x,omega_H_y,omega_H_z,alpha_H_x,alpha_H_y,alpha_H_z,quat_H_B_w,quat_H_B_x,quat_H_B_y,quat_H_B_z,left_foot_z,right_foot_z
16.19,0.2375000000000005,20,19,-0.022884709450234613,0.9999916241161723,0,0.3246544218425227,-1.294319104254604,-0.22244938412076465,-0.12684541764640714,-0.10036314911430098,0.023458346560419813,3.668941344600846,-0.20907576723760535,2.587660992802193,0.9995647766721748,-0.028556740419750905,0.006881449364734029,0.002723135608991197,0.03413814261963691,0.08292599523935876
16.192,0.2399999999999991,20,19,-0.022884709450234613,0.9999916241161723,0,0.3202510748249101,-1.3113804494275443,-0.265728803065592,-0.11980202348330606,-0.10120622631992653,0.028785929996973606,3.521697081550544,-0.4215386028127692,2.663791718276897,0.9995619608802695,-0.028676963292011425,0.006779790910102456,0.00274819445357251,0.034139555765260586,0.08281095691284972
16.194,0.24249999999999772,20,19,-0.022884709450234613,0.9999916241161723,0,0.3184633482037655,-1.3177572962078363,-0.3204446877793252,-0.11304146212982687,-0.10240769475743733,0.034214626250507564,3.380280676739591,-0.6007342187554009,2.714348126766979,0.9995593072532104,-0.028790468365870802,0.006676757561849975,0.0027786909177145514,0.03414130702518871,0.0826906824648499
16.196,0.24500000000000077,20,19,-0.022884709450234613,0.9999916241161723,0,0.3169927323500363,-1.32174407165596,-0.37468122889148603,-0.10658467981231516,-0.10399723148552184,0.03969986808800568,3.228391158755855,-0.7947683640422593,2.742620918749057,0.9995568107952985,-0.028897560198343594,0.006571959700216112,0.0028146674784020795,0.03414334227822896,0.08256567293943401
16.198,0.2474999999999994,20,19,-0.022884709450234613,0.9999916241161723,0,0.3155783757934499,-1.321873209425061,-0.4285019978263058,-0.10043906571519957,-0.10595509103813383,0.04526158802677483,3.07280704855779,-0.978929776305999,2.780859969384576,0.9995544655851366,-0.028998550844275037,0.006465026943135201,0.0028561870331954013,0.0341456160045671,0.08243642497017248
16.2,0.249999999999998,20,19,-0.022884709450234613,0.9999916241161723,0,0.5007200817493208,-1.5075298059738922,0.12485086473031615,-0.09463596176247407,-0.10825551177206362,0.05095445584171269,2.9015519763627524,-1.1502103669648887,2.8464339074689287,0.9995522639502845,-0.029093784020511396,0.0063556132264151344,0.0029033676558433484,0.03414809058595439,0.08230341949430389
16.202,0.25250000000000106,20,19,-0.022884709450234613,0.9999916241161723,0,0.4502167460105335,-1.2788072075608108,0.01016551891022921,-0.08139949045647503,-0.09899173018742945,0.050815597186394466,6.618235652999522,4.631890792317079,-0.06942932765911097,0.9995503679877091,-0.029175753090289334,0.006255420372704659,0.0029507631573304537,0.034150570903239766,0.08217497762540078
16.204,0.25499999999999967,20,19,-0.022884709450234613,0.9999916241161723,0,0.4428405250603996,-1.1412345068424108,-0.07053924902732334,-0.07025084108904403,-0.09127997291146252,0.04277641580516646,5.574324683715494,3.8558786379834715,-4.019590690614003,0.999548755793498,-0.02924650313719726,0.006163136156211586,0.002990417802944291,0.03415315433507306,0.08205001454996044
16.206,0.2574999999999983,20,19,-0.022884709450234613,0.9999916241161723,0,0.44820855605747095,-1.0874368227888942,-0.13655281716319934,-0.06055285111468773,-0.08478936209890663,0.03055500615722591,4.848994987178152,3.2453054062779403,-6.110704823970275,0.9995474103433821,-0.02930746425928697,0.006077668143104185,0.0030181061067437935,0.03415588328650987,0.08192738362227632
16.208000000000002,0.26000000000000134,20,19,-0.022884709450234613,0.9999916241161723,0,0.45362070346912703,-1.0759112329070768,-0.19582617736110386,-0.05186621422087881,-0.07918895020306675,0.018102010037930442,4.343318446904464,2.8002059479199426,-6.226498059647733,0.9995463124722207,-0.029359650231375753,0.005998137322842709,0.0030335639326414536,0.03415877023394967,0.08180622895152748
