count,phase,quat_w,quat_x,quat_y,quat_z,yaw,yaw_unwrapped,yaw_ref,H_R_W_00,H_R_W_01,H_R_W_02,H_R_W_10,H_R_W_11,H_R_W_12,H_R_W_20,H_R_W_21,H_R_W_22,H_R_IMU_00,H_R_IMU_01,H_R_IMU_02,H_R_IMU_10,H_R_IMU_11,H_R_IMU_12,H_R_IMU_20,H_R_IMU_21,H_R_IMU_22,lin_acc_H_x,lin_acc_H_y,lin_acc_H_z,ang_vel_H_x,ang_vel_H_y,ang_vel_H_z
1.456,0.8199999999999998,0.9994753364226349,0.025690091414485305,0.0045678524808682305,-0.019188689629316687,-0.03813373958744945,-0.03813373958744945,-0.038012859807739746,0.9992775982387619,-0.03800370584787109,0.0,0.03800370584787109,0.9992775982387619,0.0,0.0,0.0,1.0,0.9999488162585402,0.0006385062097293212,0.010097384461556787,-0.00012087359321900915,0.9986893473324696,-0.05118176349267813,-0.01011683017149214,0.05117792331138608,0.9986383078536568,0.2694877011638919,0.9179444076142613,-0.372538688288401,-0.08136641434134743,-0.02873626598207296,0.036400095848404486
1.458,0.8224999999999999,0.9994782182266959,0.025608134750966596,0.004543082235110905,-0.019153984670860186,-0.038066420663579716,-0.038066420663579716,-0.03803128360482889,0.9992768978966012,-0.038022116329125805,0.0,0.038022116329125805,0.9992768978966012,0.0,0.0,0.0,1.0,0.9999493719619224,0.0005484567291527062,0.01004752248931105,-3.513527984490977e-05,0.9986977105122979,-0.05101844551734758,-0.01006241911615067,0.051015509531030866,0.9986471676767628,0.26919140326234314,0.9220310510803276,-0.4333699579198793,-0.0813289184224606,-0.027201697280506722,0.034480043583784356
1.46,0.8249999999999998,0.9994810311139685,0.025526465787436548,0.004519659456507296,-0.01912173282312994,-0.038003928032328736,-0.038003928032328736,-0.03804991953452947,0.9992761891455909,-0.03804073877654284,0.0,0.03804073877654284,0.9992761891455909,0.0,0.0,0.0,1.0,0.9999498891450534,0.0004631810900831354,0.010000233100933594,4.598919755968711e-05,0.9987060117590162,-0.05085567776948348,-0.010010848305160074,0.05085358925068728,0.9986559444456,0.26965564978457757,1.1147945061540612,0.338034041281178,-0.08107816693524826,-0.02578799209971063,0.03206010751685379
1.462,0.8274999999999999,0.9994840707902738,0.025435885811866482,0.0044988437798703165,-0.019088435088133012,-0.03793929334541321,-0.03793929334541321,-0.038068743149718365,0.9992754729043267,-0.03805954876025418,0.0,0.03805954876025418,0.9992754729043267,0.0,0.0,0.0,1.0,0.9999503486664534,0.0003756605327537091,0.009957865283397892,0.0001294433776728096,0.9987151884029257,-0.0506750007175207,-0.009964107900366519,0.0506737736158743,0.99866555223522,0.26756733119628906,1.0216441964029424,0.19760273211428547,-0.09003304996901901,-0.023381955563647513,0.033216520475851594
1.464,0.8299999999999998,0.9994873274345605,0.025338209354253984,0.004480410189250929,-0.019052122427075432,-0.037868572333330956,-0.037868572333330956,-0.03808773627007143,0.9992747498544979,-0.038078528112710994,0.0,0.038078528112710994,0.9992747498544979,0.0,0.0,0.0,1.0,0.9999507545120394,0.0002819857406653331,0.00992013280379801,0.0002191531474143235,0.9987250466428349,-0.05048002753728473,-0.009921719745130194,0.05047971565202312,0.9986758021425121,0.2654376881816593,0.9676018171605106,0.07759164291502962,-0.09715953535335844,-0.021215870488874865,0.0363264953254057
1.466,0.8324999999999999,0.9994907834886777,0.025234802543976916,0.004464162576363334,-0.019011830902062765,-0.03778983404788334,-0.03778983404788334,-0.038106886843757556,0.9992740204456003,-0.03809766479045706,0.0,0.03809766479045706,0.9992740204456003,0.0,0.0,0.0,1.0,0.9999511087558556,0.00018024695339344254,0.009886739046367608,0.000317037305391725,0.9987354385492869,-0.050273484791793395,-0.009883298299766502,0.050274161323680816,0.9986865519861166,0.2637012956393039,0.9361153898590961,-0.029596411748565643,-0.10291155225065936,-0.019243528757338677,0.04038816244123375
1.468,0.8349999999999999,0.9994944112265614,0.025126773954429273,0.004449950261220003,-0.0189674747972991,-0.03770290428961805,-0.03770290428961805,-0.038126173003090756,0.999273285502124,-0.03811693694134638,0.0,0.03811693694134638,0.999273285502124,0.0,0.0,0.0,1.0,0.9999514119492893,7.029941245769583e-05,0.009857423528246805,0.000423248172946894,0.9987462432338425,-0.05005759170465838,-0.00984858373608727,0.05005933164035248,0.9986976863466314,0.2636889760405525,0.9186724642508132,-0.125826585180004,-0.10755182591054434,-0.0174021990611392,0.044525934061159705
1.47,0.8374999999999999,0.9994981738753602,0.025015098201631163,0.004437649187077038,-0.018919634020673076,-0.037608940120080044,-0.037608940120080044,-0.038145557092735205,0.9992725464522665,-0.038136306937129556,0.0,0.038136306937129556,0.9992725464522665,0.0,0.0,0.0,1.0,0.9999516642197619,-4.6655214878919826e-05,0.009831940165566095,0.0005365910863603177,0.9987573549445576,-0.04983430559521208,-0.009817397523498063,0.049837172546622996,0.9987091042633104,0.2625556079821625,0.9093672720524922,-0.21433285390573253,-0.11121806251848594,-0.01565118613427785,0.04807567561497588
1.472,0.8399999999999999,0.9995020319490275,0.024900632813129972,0.004427163179005991,-0.018869203519452985,-0.03750972850218565,-0.03750972850218565,-0.038164987735983376,0.999271805250654,-0.03815572343828696,0.0,0.03815572343828696,0.999271805250654,0.0,0.0,0.0,1.0,0.999951865777477,-0.00016877165261154625,0.009810078708754477,0.0006552277871812312,0.9987686817934862,-0.049605351979889134,-0.009789627403001034,0.04960939210100302,0.9987207174233843,0.26023066159566044,0.9123425822837343,-0.29535129514255054,-0.11402940056909977,-0.013957153749033521,0.05072371638011404
1.474,0.8424999999999999,0.9995059416823844,0.02478409061005866,0.004418423561793964,-0.018817516506497968,-0.03740793300034086,-0.03740793300034086,-0.0381844001435918,0.9992710643679145,-0.03817512170269154,0.0,0.03817512170269154,0.9992710643679145,0.0,0.0,0.0,1.0,0.9999520175561191,-0.00029331521641624836,0.009791657246391808,0.0007764300424967577,0.9987801489454222,-0.04937217059183564,-0.00976523127407165,0.04937740413128286,0.998732452771722,0.25848029726531513,0.920239775505609,-0.37135217319943514,-0.11613319983802493,-0.012284822404708684,0.05203328152457648
1.476,0.8449999999999999,0.9995098646455303,0.024666142095481507,0.004411362575260722,-0.018765707837173948,-0.0373058209409358,-0.0373058209409358,-0.03820372171605265,0.9992703265780088,-0.03819442918384273,0.0,0.03819442918384273,0.9992703265780088,0.0,0.0,0.0,1.0,0.9999521214907132,-0.00041794056531337803,0.00977650509669849,0.0008978580262583996,0.9987916880345302,-0.04913611466221421,-0.009744156053070442,0.04914254001186186,0.9987442426287102,0.24748191751758494,0.9267692693088965,-0.4465391691198022,-0.11757081173216562,-0.010639182278520785,0.05220296477907299
1.478,0.8474999999999999,0.999513764438118,0.024547464889385463,0.004405843304150605,-0.018714839326779448,-0.037205516916301126,-0.037205516916301126,-0.03822287437981359,0.9992695948696707,-0.03821356786540746,0.0,0.03821356786540746,0.9992695948696707,0.0,0.0,0.0,1.0,0.9999521818583492,-0.0005404462598560672,0.009764318438434186,0.001017309166346396,0.9988032321380689,-0.048898553686248174,-0.0097262057754813,0.048906148778932026,0.9987560210245673,0.23309744815387162,0.9231778699909724,-0.5198938030025904,-0.1183334137389307,-0.009091113512368888,0.051304095392265846
1.48,0.8499999999999999,0.9995176134943503,0.024428753983584964,0.004401623267431151,-0.01866552988749385,-0.0371082646783416,-0.0371082646783416,-0.03824177622225052,0.9992688723843227,-0.03823245589501412,0.0,0.03823245589501412,0.9992688723843227,0.0,0.0,0.0,1.0,0.999952205207457,-0.0006595175720376101,0.009754605953909576,0.001133457853400438,0.9988147139895148,-0.04866089180582691,-0.009710951242717645,0.04866962250332338,0.9987677233828421,0.31933736925697626,0.9968498878291633,0.40617771047614504,-0.11839940324432421,-0.0077566321300665785,0.0497769012169166
1.482,0.8524999999999999,0.9995216286387834,0.024303323196660606,0.004398518895962476,-0.018614924023359975,-0.03700842831725739,-0.03700842831725739,-0.03826038355977249,0.9992681608071217,-0.03825104962157802,0.0,0.03825104962157802,0.9992681608071217,0.0,0.0,0.0,1.0,0.9999521931384755,-0.0007809084723154058,0.009746877423597642,0.0012518960445348712,0.9988267761833893,-0.04840975041653594,-0.009697638570623746,0.04841963817559451,0.998780003026241,0.3019288358948162,0.9623135631314891,0.23025263292394804,-0.1251347029904755,-0.006808838470946603,0.05113257430845226
1.484,0.8549999999999999,0.9995257986980375,0.024172170061258224,0.004396695833564454,-0.018562138813397903,-0.036904225107156824,-0.036904225107156824,-0.038278728149106676,0.999267458939186,-0.038269380779185534,0.0,0.038269380779185534,0.999267458939186,0.0,0.0,0.0,1.0,0.9999521392418051,-0.0009063972577290011,0.009741543499303664,0.0013744381227486155,0.9988393099402968,-0.04814710622497093,-0.009686596181547954,0.04815819101672196,0.9987927505205535,0.28868149709251556,0.9448269903648011,0.07529051446272028,-0.13087138943990384,-0.005696841148572854,0.05337004524504705
1.486,0.8574999999999999,0.9995301029946715,0.024036161643894483,0.004396384834057983,-0.01850697007297306,-0.03679522813645326,-0.03679522813645326,-0.038296902904501856,0.9992667632375113,-0.03828754221450451,0.0,0.03828754221450451,0.9992667632375113,0.0,0.0,0.0,1.0,0.9999520365905585,-0.001036464730127619,0.00973910977745353,0.0015016038713262028,0.9988522214662571,-0.04787467866980026,-0.009678311020405764,0.04788700672193044,0.9988058694676388,0.27808610911230425,0.9371320737425305,-0.06323583553457368,-0.1357445443436552,-0.004341652858400297,0.05581282985261695
1.488,0.8599999999999999,0.9995345178200026,0.023896062382162297,0.0043977914630372855,-0.018449534390088826,-0.03668165453039059,-0.03668165453039059,-0.0383149999282346,0.9992660701833201,-0.03830562596256355,0.0,0.03830562596256355,0.9992660701833201,0.0,0.0,0.0,1.0,0.9999518793587975,-0.0011709521809890044,0.00974001220731533,0.0016332682526368214,0.9988654288316385,-0.04759398617264058,-0.009673231188374612,0.047607603972227075,0.9988192752657509,0.2686188138417518,0.9330228354237382,-0.18887764704494536,-0.13985790584832894,-0.002762793889963274,0.05814003165898322
1.49,0.8624999999999999,0.9995390170620826,0.02375259634445431,0.004401100930205576,-0.018390156281722983,-0.036564138916841654,-0.036564138916841654,-0.03833309242600155,0.9992653769753189,-0.03832370517543649,0.0,0.03832370517543649,0.9992653769753189,0.0,0.0,0.0,1.0,0.999951662793582,-0.0013092679887735312,0.00974463409696477,0.0017688698479365259,0.9988788560437818,-0.0473064694109238,-0.009671772113279783,0.04732141973778028,0.9988328889549991,0.25991011502834166,0.9423276948597671,-0.3019101713235752,-0.1432524932510633,-0.0009764518496276041,0.06014340570553365
1.492,0.8649999999999999,0.9995435672337316,0.023606381088711187,0.004406485176067622,-0.018329726183301677,-0.03644444962669837,-0.03644444962669837,-0.038351233303607,0.9992646815852492,-0.03834183272002857,0.0,0.03834183272002857,0.9992646815852492,0.0,0.0,0.0,1.0,0.9999513846047096,-0.0014496707117892804,0.009753301079718597,0.0019066932886674173,0.9988924407940203,-0.04701336241184887,-0.009674344826767867,0.047029673392362345,0.9988466433205753,0.25219644083140313,0.9507342753538437,-0.4056962244127593,-0.14603736301495832,0.00101515072997462,0.06125724527454434
1.494,0.8674999999999999,0.9995481361785301,0.023458022233020744,0.00441408923552691,-0.018269112489754106,-0.0363243125588199,-0.0363243125588199,-0.03836946010467149,0.9992639825703058,-0.03836004611222069,0.0,0.03836004611222069,0.9992639825703058,0.0,0.0,0.0,1.0,0.9999510438644064,-0.0015904492944703516,0.009766286168549153,0.0020450502745603463,0.99890612405316,-0.04671587629989757,-0.009681303830517686,0.04673356181733348,0.9988604740182718,0.23812005662151337,0.9632164129956209,-0.5037930403190369,-0.148223861909057,0.0031842060828554336,0.06150296360575946
1.496,0.8699999999999999,0.9995526883995667,0.02330813479209852,0.004424082024088898,-0.018209378461581317,-0.03620584235755918,-0.03620584235755918,-0.038387796291484214,0.99926327902535,-0.03837836879683068,0.0,0.03837836879683068,0.99926327902535,0.0,0.0,0.0,1.0,0.9999506408469675,-0.0017294879245794842,0.0097839021488289,0.0021818496970674867,0.9989198490565075,-0.04641524203129454,-0.009693059457082246,0.046434298018199635,0.998874316701515,0.2281320471900531,0.969136420300102,-0.5941252769256362,-0.14980407232765683,0.005559170657269029,0.06068618624141551
1.498,0.8724999999999999,0.9995571946693654,0.023157328437880993,0.004436604123431815,-0.018151288333915088,-0.03609055725033813,-0.03609055725033813,-0.03840625343975335,0.9992625704998991,-0.038396812340793396,0.0,0.038396812340793396,0.9992625704998991,0.0,0.0,0.0,1.0,0.9999501762290722,-0.001865258482063946,0.009806419848372633,0.0023155849517688537,0.9989335608393792,-0.046112678246761386,-0.009709949833990383,0.046133088337475175,0.9988881093669442,0.22489977069793177,0.9662939033555118,-0.6768712690135619,-0.15078135858733496,0.008104553237476511,0.05910521991518425
1.5,0.8749999999999999,0.9995616326990802,0.02300621728569751,0.004451777797052341,-0.01809525011151393,-0.0359792640192353,-0.0359792640192353,-0.0384248316951309,0.9992618569816653,-0.03841537688938994,0.0,0.03841537688938994,0.9992618569816653,0.0,0.0,0.0,1.0,0.9999496501876386,-0.001996934758197823,0.009834090765835603,0.002445449417272927,0.9989472046826718,-0.04580940988294538,-0.00973225907827937,0.04583115215928611,0.9989017912812979,0.3852756550446196,0.9459519418391124,0.4363542883276086,-0.1511492001297726,0.01079388779898443,0.05711576408155486
1.502,0.8775,0.9995662104005996,0.02284901926649647,0.004466220351352498,-0.01803791062503687,-0.035865468485493456,-0.035865468485493456,-0.03844350576939451,0.9992611394358326,-0.0384340371728168,0.0,0.0384340371728168,0.9992611394358326,0.0,0.0,0.0,1.0,0.9999491167220649,-0.0021314205868606106,0.009860071655123497,0.00257791181608729,0.9989612861991211,-0.04549398912017106,-0.009752863037628519,0.04551709263210549,0.9989159503886649,0.3454815588098767,0.9379679503755307,0.20050756854203833,-0.15721481409405502,0.00990487734407652,0.058429208254180125
1.504,0.8799999999999999,0.9995709245224828,0.02268623348029498,0.004480759024488259,-0.017978444268388283,-0.035747477215544235,-0.035747477215544235,-0.038462234223935514,0.9992604194504667,-0.03845275178289976,0.0,0.03845275178289976,0.9992604194504667,0.0,0.0,0.0,1.0,0.9999485544184558,-0.0022702820131303217,0.009886067773474437,0.0027146240149824447,0.9989757451441681,-0.045167371299550736,-0.009773399249910624,0.04519188459485901,0.9989305152180841,0.3152371549965035,0.9440208047823306,-0.005124910117457304,-0.16279382410538246,0.009834412358693177,0.06058474204130322
1.506,0.8825,0.9995757576025188,0.022518362674185215,0.004496122164640753,-0.01791683681081999,-0.03562522480392513,-0.03562522480392513,-0.03848097429334446,0.9992596986677642,-0.03847147798576466,0.0,0.03847147798576466,0.9992596986677642,0.0,0.0,0.0,1.0,0.9999479470022189,-0.0024134666056472576,0.009913549565674742,0.002855608601888243,0.9989905249914903,-0.04483053063191969,-0.009795345096548985,0.04485650628582316,0.998945416455909,0.29453358513065475,0.9474953270543288,-0.1860927582276215,-0.16788473912008534,0.01050218155753733,0.06276854109496528
1.508,0.8849999999999999,0.9995806930877073,0.022345895086638035,0.004512925957966133,-0.01785308036093421,-0.03549866458613598,-0.03549866458613598,-0.03849968236155045,0.9992589787658637,-0.038490172197629395,0.0,0.038490172197629395,0.9992589787658637,0.0,0.0,0.0,1.0,0.999947280261488,-0.0025609145354954163,0.009943762587410889,0.003000868571262659,0.9990055712886967,-0.044484416619336005,-0.009819953435272092,0.04451191133715265,0.9989605889441497,0.27643691425198413,0.9528491043099286,-0.347461069297168,-0.17249994538647623,0.011795951713959144,0.06497156765736606
1.51,0.8875,0.9995857115913585,0.02216931927368138,0.004531711762479682,-0.01778735657261078,-0.035368133114383776,-0.035368133114383776,-0.038518313803278546,0.9992582614650266,-0.03850878982638191,0.0,0.03850878982638191,0.9992582614650266,0.0,0.0,0.0,1.0,0.9999465423903275,-0.0027121900864058093,0.009977794674375193,0.0031500227076673992,0.9990208315481945,-0.04412998402101452,-0.009848335827436409,0.0441590552173506,0.9989759697428867,0.2627235642423784,0.9652419112775833,-0.49241707697883186,-0.1766386505986166,0.0136451774845845,0.06700240486386037
1.512,0.8899999999999999,0.9995907896839703,0.021989073700049374,0.004552993468367823,-0.0177201599108924,-0.03523459502622719,-0.03523459502622719,-0.03853682347450319,0.9992575485088109,-0.03852728576167237,0.0,0.03852728576167237,0.9992575485088109,0.0,0.0,0.0,1.0,0.9999457241041798,-0.002866234053934949,0.01001666352212182,0.0033020612195538285,0.9990362608842822,-0.04376809146004391,-0.009881560477458048,0.0437987915438373,0.9989915017765816,0.25061479074485515,0.9818570318327339,-0.6241464311477571,-0.18035206408492793,0.0160281461066845,0.06854770470767867
1.514,0.8925,0.9995958997075088,0.02180559851198499,0.004577284132909885,-0.01765224154142403,-0.03509952915753103,-0.03509952915753103,-0.03855516457547467,0.9992568417078994,-0.038545613238784845,0.0,0.038545613238784845,0.9992568417078994,0.0,0.0,0.0,1.0,0.9999448181940525,-0.0030214730282296515,0.010061375035402543,0.003455458484107443,0.9990518175959217,-0.04339960328101958,-0.009920704285883673,0.043431975076261,0.9990071286870015,0.23540678087979694,0.9991205623118012,-0.742731104768902,-0.18363990226122315,0.018949510432200646,0.06935056416082595
1.516,0.8949999999999999,0.9996010120424536,0.021619360078843672,0.004605031261002462,-0.017584472712294436,-0.03496465785812011,-0.03496465785812011,-0.03857328987618307,0.9992561428929273,-0.038563725063193104,0.0,0.038563725063193104,0.9992561428929273,0.0,0.0,0.0,1.0,0.999943820251466,-0.0031760963313780533,0.010112801441623027,0.003608444949364624,0.9990674605036669,-0.043025440007062196,-0.009966717912697784,0.043059514335947985,0.9990227939137329,0.22229407544019938,1.0143562027829571,-0.8476013357127599,-0.1864753174843756,0.022346730952017866,0.06928915489119872
1.518,0.8975,0.9996060986645459,0.02143082159498975,0.0046365916358340675,-0.017517688672104098,-0.0348316360780925,-0.0348316360780925,-0.03859115299203198,0.9992554538652122,-0.03858157488528272,0.0,0.03858157488528272,0.9992554538652122,0.0,0.0,0.0,1.0,0.9999427282369763,-0.0033283707204876944,0.010171636758145463,0.003759319311159963,0.9990831506526534,-0.042646519204785446,-0.010020367473770386,0.04268231519393476,0.9990384438075325,0.21134658771388162,1.027145015136301,-0.9399177004804944,-0.18885953976796307,0.02612806766987556,0.06839734907770222
1.52,0.8999999999999999,0.9996111336161798,0.021240441384759272,0.004672238115431874,-0.017452661440293064,-0.03470199646012617,-0.03470199646012617,-0.038608709946061304,0.999254776336267,-0.03859911876140256,0.0,0.03859911876140256,0.999254776336267,0.0,0.0,0.0,1.0,0.9999415420490396,-0.003476695955285408,0.0102384114892486,0.0039065049817172195,0.9990988512231266,-0.04226375164909401,-0.010082246942844344,0.04230127740226034,0.9990540276815466,0.40652269125798907,0.861956731731291,0.36240218022068404,-0.1907954719692381,0.030207984847495737,0.06673644613741199
1.522,0.9025,0.9996162137090936,0.02104619050990193,0.004705313709181204,-0.017388018225627275,-0.0345732959855171,-0.0345732959855171,-0.038625944589862696,0.9992541109457984,-0.0386163405558061,0.0,0.0386163405558061,0.9992541109457984,0.0,0.0,0.0,1.0,0.9999403882944019,-0.0036241092692968283,0.010299790757329506,0.004052429204720397,0.9991147082614418,-0.041873351348977295,-0.010138918836902813,0.04191259437995178,0.9990698357758382,0.3486696733607077,0.9053364994144832,0.06455749643307662,-0.19461349692429109,0.027561063115797865,0.06631685004764612
1.524,0.9049999999999999,0.9996213480341841,0.020847685881288654,0.00473725867278183,-0.017323190467771657,-0.03444433982425553,-0.03444433982425553,-0.038642890293984815,0.9992534564212457,-0.03863327361476772,0.0,0.03863327361476772,0.9992534564212457,0.0,0.0,0.0,1.0,0.9999392342733577,-0.003771723340688711,0.01035866129634249,0.004198320010873086,0.9991307427513417,-0.041474486111805986,-0.010193226667613279,0.04151545485952658,0.9990858647473245,0.30887340031218924,0.9430636009924436,-0.1906779536453076,-0.19884184583059888,0.026333234421879702,0.0664984890115052
1.526,0.9075,0.999626537897765,0.020644721945311355,0.004769303393540038,-0.017257865785463962,-0.034314454514640796,-0.034314454514640796,-0.038659600663472564,0.9992528107054551,-0.03864997150384174,0.0,0.03864997150384174,0.9992528107054551,0.0,0.0,0.0,1.0,0.9999380522069656,-0.003920167524357046,0.010417486986822962,0.004344904321010368,0.9991469605981926,-0.04106668885891439,-0.010247612159957795,0.041109407852395474,0.9991020984018822,0.279271439332705,0.9772971946514414,-0.41108045946583793,-0.2033000727228289,0.026324012699933234,0.06701939424563835
1.528,0.9099999999999999,0.9996317776183626,0.020437235211615647,0.0048025094764327205,-0.017191989273670057,-0.034183488908485105,-0.034183488908485105,-0.03867613490855382,0.9992521715207655,-0.038666493389428236,0.0,0.038666493389428236,0.9992521715207655,0.0,0.0,0.0,1.0,0.9999368189856954,-0.00406956903772028,0.010478389409433235,0.004492392374796539,0.9991633566926857,-0.04064978540356281,-0.010304195626994084,0.04069429014557283,0.9991185106392677,0.2541396595285599,1.009932881426131,-0.6073021696752665,-0.20784406085466406,0.027373132317448978,0.06761742578388938
1.53,0.9125,0.9996370568735617,0.020225240905085318,0.00483789091615109,-0.017125681504043408,-0.034051645713560216,-0.034051645713560216,-0.03869254581420976,0.9992515368340322,-0.03868289201733403,0.0,0.03868289201733403,0.9992515368340322,0.0,0.0,0.0,1.0,0.9999355134397722,-0.004219700530163982,0.010543390791149397,0.004640634141601353,0.9991799204734018,-0.040223762100657555,-0.010365012141959316,0.04027009622787392,0.9991350688836294,0.23207858516903998,1.0401030029952112,-0.781678796191466,-0.2123951854889719,0.0294382904776413,0.06811531086711708
1.532,0.9149999999999999,0.9996423605363134,0.020008848631758624,0.004876408855338175,-0.017059238977571518,-0.03391948241926131,-0.03391948241926131,-0.03870887571799646,0.9992509050128944,-0.03869920969363081,0.0,0.03869920969363081,0.9992509050128944,0.0,0.0,0.0,1.0,0.9999341166971424,-0.004369975146440885,0.010614404473407717,0.004789114375770467,0.9991966352899554,-0.03978879752804288,-0.010432001179131324,0.039837009707698844,0.9991517332262139,0.21401896882485263,1.063128822381777,-0.9267525231327234,-0.2168590539094126,0.03247220298333923,0.06833515025300939
1.534,0.9175,0.9996476739866385,0.019788228762898583,0.004918870838732277,-0.016992898669811542,-0.033787444626218445,-0.033787444626218445,-0.038725157815784436,0.9992502747761237,-0.038715479589450534,0.0,0.038715479589450534,0.9992502747761237,0.0,0.0,0.0,1.0,0.999932612305066,-0.004519923023867424,0.010693041878940539,0.004937420574957135,0.9992134793563836,-0.0393451973,-0.010506794317604824,0.03939534196282919,0.9991684614241981,0.19477228005864383,1.0824681854425455,-1.056530273198847,-0.22117147186847871,0.03632138075904101,0.06833266671324241
1.536,0.9199999999999999,0.9996529828073619,0.01956357636956428,0.004965936154415052,-0.016926899364219872,-0.03365598859249613,-0.03365598859249613,-0.038741417642289604,0.9992496451370507,-0.03873172722043508,0.0,0.03873172722043508,0.9992496451370507,0.0,0.0,0.0,1.0,0.99993098663525,-0.004669070059841088,0.010780619250844382,0.005085121923742865,0.9992304293790522,-0.03889332253710987,-0.010590727155207546,0.03894545914135927,0.999185211915485,0.17862746978765495,1.1002688009055812,-1.167381000887877,-0.2253047081499283,0.04083813966950361,0.0681026342546502
1.538,0.9225,0.9996582709435506,0.019335122840405703,0.005018121661539748,-0.01686157803667336,-0.03352577335960742,-0.03352577335960742,-0.03875767414858508,0.9992490153624455,-0.03874797152346339,0.0,0.03874797152346339,0.9992490153624455,0.0,0.0,0.0,1.0,0.9999292297269198,-0.0048167455691052255,0.010878166198925359,0.005231578260307672,0.9992474607937432,-0.038433614013816016,-0.01068485501236274,0.038487804034255106,0.9992019429594728,0.16537033498265527,1.1167332134509864,-1.2611474482722116,-0.2292200248913544,0.045882747253997755,0.06754358845252975
1.54,0.9249999999999999,0.9996635212241964,0.019103125283637078,0.005075814226730211,-0.016797352409639504,-0.03339762519478731,-0.03339762519478731,-0.03877394091013123,0.9992483849262279,-0.038764226063794295,0.0,0.038764226063794295,0.9992483849262279,0.0,0.0,0.0,1.0,0.999927334999947,-0.004962117723730453,0.010986451092117265,0.005375976842587886,0.9992645487571821,-0.0379665704283795,-0.010789976500975487,0.03802287449419075,0.9992186134286668,0.36529269925592317,0.7969971957637031,0.16562625540866804,-0.2328894369910272,0.051327272457128356,0.06657189041114331
1.542,0.9275,0.999668742980405,0.018869656166401197,0.005128527859010444,-0.016734353472359107,-0.03327218254051042,-0.03327218254051042,-0.03879021492722003,0.9992477539442283,-0.0387804878439526,0.0,0.0387804878439526,0.9992477539442283,0.0,0.0,0.0,1.0,0.9999255310445918,-0.0051052977552416764,0.011084597422609409,0.00551767746671665,0.9992815146204898,-0.037496796838571794,-0.010885200988694797,0.037555165724706435,0.9992352685563223,0.2990582809546639,0.9064163184075661,-0.18681296356635002,-0.23425800747387251,0.04633926643600352,0.06525754517074205
1.544,0.9299999999999999,0.9996739517830746,0.018633231592310895,0.005178248606593104,-0.016672688691568294,-0.03314959710331694,-0.03314959710331694,-0.03880647885124322,0.9992471230891623,-0.038796739528373356,0.0,0.038796739528373356,0.9992471230891623,0.0,0.0,0.0,1.0,0.999923779732046,-0.005245991830129679,0.01117650643523098,0.005656510915715396,0.9992984696306614,-0.03702124360523593,-0.010974452635049252,0.0370816418667788,0.9992519768435912,0.2458892635604349,0.9857713862020714,-0.49253931274680873,-0.23715444149954457,0.04330393659417561,0.06388230635447674
1.546,0.9325,0.9996791606942191,0.018392820694438528,0.005226720741653629,-0.01661208026984685,-0.033029258017863654,-0.033029258017863654,-0.03882271315743247,0.9992464931193366,-0.03881296160701511,0.0,0.03881296160701511,0.9992464931193366,0.0,0.0,0.0,1.0,0.9999220423599864,-0.005384681614343377,0.011265629434065111,0.005793068308708314,0.999315481522538,-0.03653777153780263,-0.01106117363592857,0.03660018570021433,0.9992687710743821,0.20214995259198526,1.0429468709670384,-0.7561524029243891,-0.24111840040847932,0.04198292936394457,0.06282365954768966
1.548,0.9349999999999999,0.99968437872363,0.01814776973910791,0.005275528026460244,-0.016552044994121707,-0.032910148761532296,-0.032910148761532296,-0.0388388972234063,0.999245864836942,-0.03882913347310014,0.0,0.03882913347310014,0.999245864836942,0.0,0.0,0.0,1.0,0.9999202797541239,-0.005522263039307314,0.011355119874283743,0.005928345281312419,0.9993325836723278,-0.0360449987240312,-0.011148491317671375,0.03610944227919576,0.9992856545150767,0.16938453154418628,1.0899277225438588,-0.9850424431722402,-0.24576821707910662,0.04222100308244279,0.06228125446418946
1.55,0.9375,0.9996896123864925,0.017897550035088465,0.0053261514648449354,-0.016492079913068166,-0.032791218877353104,-0.032791218877353104,-0.038855009978819716,0.999245239062899,-0.038845234072277,0.0,0.038845234072277,0.999245239062899,0.0,0.0,0.0,1.0,0.9999184531469371,-0.0056596764009651315,0.011447930785646366,0.006063370934399036,0.9993497967402756,-0.03554179635417643,-0.0112393322376588,0.035608311083316246,0.99930261962663,0.13925530145950876,1.1210363151619165,-1.18127717913376,-0.25097667868739654,0.043918052325065585,0.062271556876955396
1.552,0.94,0.9996948693174729,0.017641765409641914,0.005379876214399396,-0.01643147301579991,-0.03267100831535306,-0.03267100831535306,-0.038871028728343075,0.9992446166826209,-0.03886124072648943,0.0,0.03886124072648943,0.9992446166826209,0.0,0.0,0.0,1.0,0.9999165240538355,-0.005798286829832813,0.011546635611058596,0.0061995822984609525,0.9993671262503357,-0.035027305769502116,-0.011336229682755588,0.03509596614975251,0.9993196500902978,0.11357255195809626,1.1550538349763009,-1.3456485672539031,-0.25660591215112705,0.046877772744595474,0.06299869326594432
