bin_id,phase_center,bin_count,acc_H_x,acc_H_y,acc_H_z,acc_H_std_x,acc_H_std_y,acc_H_std_z,omega_H_x,omega_H_y,omega_H_z,omega_H_std_x,omega_H_std_y,omega_H_std_z,alpha_H_x,alpha_H_y,alpha_H_z,left_foot_z_mean,left_foot_z_std,right_foot_z_mean,right_foot_z_std
20,0.205,78,0.26219424278053793,-1.14390123925286,-0.12874916773160644,0.015373516782567497,0.15202961035920504,0.05394807681718808,-0.2137964209949186,-0.12202523653366266,0.0744063340893611,0.009667646989696991,0.007557620377951627,0.016360381491911845,3.357242438457912,1.742986647245444,-3.3978221742115107,0.03410502869181342,5.504087933215164e-06,0.08358623725047322,6.837115512675522e-05
21,0.215,81,0.306924615534527,-1.0462728232321405,-0.26833842184161466,0.010278300026076777,0.018310164294024343,0.04330465366350716,-0.18747585140580406,-0.10606556528158255,0.018485155573824987,0.006783864945750826,0.0027571217416053734,0.01339636578969716,3.053348663681744,1.2835772225424342,-4.925177609627311,0.03411878697071967,4.682216418483948e-06,0.08343376868250789,8.04631691410601e-05
22,0.225,79,0.35368670589503476,-1.1849141038082145,-0.10017404974532383,0.021186500244318243,0.07607117457909834,0.18077943154149334,-0.1649428423760107,-0.10148800097298372,-0.004396507664675874,0.008568995327377078,0.0013504842909887486,0.00297916942365362,3.371860410502619,0.4516481527553854,-0.7291564693331591,0.03412952747673898,3.8410267632981615e-06,0.08317891091094479,0.00010582740819485554
23,0.235,82,0.3445896012321281,-1.278778075542679,-0.17507203610188846,0.01157641521371817,0.01137631567536134,0.06962184778211875,-0.13352608483776215,-0.09883919483749638,0.006818652064494441,0.009160145685923805,0.0006009998614307681,0.005424565855905879,3.6778994674207106,-0.06284023450098437,1.914816354261413,0.03413663826803285,3.079684539620031e-06,0.08280760377623457,0.00013489556934453135
24,0.245,79,0.3614577991691357,-1.345282838103001,-0.2700317407440907,0.0707389901756346,0.07525405659918659,0.20110943976916007,-0.10609645089727933,-0.10249344472499947,0.026240554003506732,0.007268947283552818,0.002097521717111632,0.006270117629431745,3.9756704227116613,0.666149380993188,0.9534422316910693,0.034142976588994185,3.37206716894924e-06,0.08234128381029644,0.00015018435479709606
25,0.255,80,0.4587483864133062,-1.1813363778952477,-0.06520183361033136,0.01319061836052237,0.10996119966988427,0.08889522646360971,-0.06991535807437557,-0.08818080474160538,0.02207372777155155,0.012383157737891925,0.008216528927137203,0.011606610573625194,4.341359333744346,2.1812365952598096,-2.5976182113835375,0.03415187480293412,4.6129515210021925e-06,0.08184710429089079,0.00014708024085295082
26,0.265,80,0.47239523559362767,-1.0918811983007868,-0.3051084528753228,0.007815459699777802,0.011012412400249486,0.06455413021051874,-0.036634701557369795,-0.06759365920084251,-0.015321337378629868,0.008249591463029008,0.004678782307566956,0.008229666330835815,3.7238398170551306,2.1008530679117423,-3.2995399892552433,0.034163393322216996,6.299343067207691e-06,0.08137163250873677,0.00014240053630228605
27,0.275,81,0.5364943708942498,-1.127778869191449,-0.015968203435934428,0.03225493581143934,0.03689647950180421,0.28702634666493904,-0.010333921001493478,-0.0545671556550175,-0.030718912056532342,0.009878785895300966,0.004748509132772771,0.00285393906327109,3.828636736217098,1.8068748744518437,-1.2569471684903457,0.03417774478211067,7.099795498835142e-06,0.08088943210530763,0.00014895564999403533
28,0.285,79,0.5400361487510561,-1.1619677089216986,-0.13026111387479652,0.004855217268204999,0.009659790022752973,0.09806302856574135,0.024623486222103773,-0.03868366120961301,-0.0354324920744754,0.009513789906554528,0.0043600168324244145,0.0013211564633582656,3.839293338640629,1.7010889399805054,-0.043003403805710015,0.03419396302658096,7.53919918781574e-06,0.08036637029975494,0.00016072778902451396
29,0.295,77,0.5389687905840136,-1.1785457473391772,-0.27624578120863225,0.051132954663910844,0.029786624075958678,0.29014995440649777,0.05109477241675659,-0.02734973261532941,-0.0314069665174237,0.00647877190686425,0.0029417748374485483,0.0028655046206037273,3.7087494420345926,1.68056378470119,-0.02963002595118055,0.03421201375770032,7.969595197381796e-06,0.07982696726286938,0.00016441261429852149
