simulation_start_time_s,simulation_end_time_s,complete_interval_ms,budget_ms,overrun,mpc_policy_update_ms,mpc_assembly_ms,mpc_terms_ms,mpc_cost_ms,mpc_constraints_ms,mpc_solver_wall_ms,mpc_postprocess_ms,ddq_call_count,ddq_total_ms,ddq_max_ms,ddq_second_pass_count,ddq_rescue_count,cpp_executor_bridge_ms,other_right_arm_path_ms,ddq_call_1_ms,ddq_call_2_ms,ddq_call_3_ms
0.024,0.03,4.072484000062104,6.0,False,2.141903001756873,1.0441310005262494,0.48537200200371444,0.46629799908259884,0.057880002714227885,0.4392159971757792,0.13382700126385316,2,1.4432000025408342,0.7769939984427765,0,0,0.048481,0.4388999957643971,0.7769939984427765,0.6662060040980577,0.0
0.03,0.036,3.724296999280341,6.0,False,2.021910004259553,1.0079919957206585,0.45793000026606023,0.4581500033964403,0.05864199920324609,0.38554300408577546,0.12819399853469804,2,1.2300609960220754,0.6902460008859634,0,0,0.034011000000000007,0.43831499899871273,0.539814995136112,0.6902460008859634,0.0
0.036000000000000004,0.042,3.941527997085359,6.0,False,2.035181998508051,1.030988001730293,0.46774499787716195,0.4700360004790127,0.05834599869558588,0.35527499858289957,0.12642700312426314,2,1.420981003320776,0.7524030006607063,2,0,0.0381,0.44726499525653196,0.6685780026600696,0.7524030006607063,0.0
0.042,0.048,3.794697993726004,6.0,False,2.0678439977928065,0.9959099988918751,0.4508019992499612,0.45594100083690137,0.05583399615716189,0.4373010015115142,0.13089300045976415,2,1.2691230003838427,0.738792004995048,1,0,0.038329,0.41940199554935464,0.738792004995048,0.5303309953887947,0.0
0.048,0.054,3.4754290027194656,6.0,False,1.9132839952362701,0.9871090005617589,0.4387989974929951,0.4593480043695308,0.05562999285757542,0.32039300276665017,0.12885099567938596,2,1.133810008468572,0.6035770056769252,2,0,0.033594000000000006,0.39474099901462345,0.5302330027916469,0.6035770056769252,0.0
0.054,0.06,3.5426729955361225,6.0,False,1.948858000105247,1.007699000183493,0.4529770012595691,0.4669330010074191,0.05469600000651553,0.3278580043115653,0.12491700181271881,2,1.1726980010280386,0.6803720025345683,1,1,0.035105000000000004,0.386011994402837,0.49232599849347025,0.6803720025345683,0.0
0.06,0.066,3.5498480065143667,6.0,False,1.9253499995102175,0.9977750014513731,0.4441560013219714,0.4654649965232238,0.05600399890681729,0.32549600291531533,0.126809005450923,2,1.1753070066333748,0.669633001962211,1,0,0.042323,0.4068680003707744,0.669633001962211,0.5056740046711639,0.0
0.066,0.07200000000000001,3.5771210023085587,6.0,False,2.0319550021667965,0.9924389960360713,0.4466239988687448,0.4577699946821667,0.05434599734144285,0.4229160040267743,0.12776799849234521,2,1.0957400008919649,0.5715029983548447,0,0,0.039096,0.4103299992497973,0.5715029983548447,0.5242370025371201,0.0
0.07200000000000001,0.07800000000000001,3.3350149969919585,6.0,False,1.9066630047746003,0.9732520047691651,0.4366139983176254,0.45131899969419464,0.05270999827189371,0.3294319976703264,0.13096399925416335,2,0.9880080033326522,0.52428000344662,0,0,0.036081,0.4042629888847061,0.4637279998860322,0.52428000344662,0.0
0.078,0.084,3.4177269917563535,6.0,False,1.9030050025321543,0.9999930043704808,0.44259499554755166,0.4689370034611784,0.05619900184683502,0.3141070046694949,0.12165700172772631,2,1.0632510020514019,0.583542998356279,1,0,0.035681,0.41578998717279736,0.4797080036951229,0.583542998356279,0.0
