bin_id,phase_center,bin_count,acc_W_x,acc_W_y,acc_W_z,acc_W_std_x,acc_W_std_y,acc_W_std_z,omega_W_x,omega_W_y,omega_W_z,omega_W_std_x,omega_W_std_y,omega_W_std_z,alpha_W_x,alpha_W_y,alpha_W_z,left_foot_z_mean,left_foot_z_std,right_foot_z_mean,right_foot_z_std,omega_W_raw_x,omega_W_raw_y,omega_W_raw_z
43,0.435,79,0.3051384187439904,-1.122210945684554,-1.4861987943322321,0.028538312897709337,0.07446064229457713,0.2678437629607048,0.41169604670730775,0.15060705681829223,-0.1235183441528188,0.00832417564254343,0.0010153770338719597,0.002941947378922339,3.4016821409674596,0.10102786294368012,0.8163742295430043,0.03485952103485717,3.019236238220918e-05,0.0659133114950308,0.0006716750990636464,0.4058119192145712,0.14985866279161528,-0.12506053005314122
44,0.445,82,0.21659854046984225,-1.1744132374383214,-1.7325281915255768,0.07305250848065206,0.18876088908551217,0.7425170376409596,0.4417015279431629,0.1490646669458332,-0.11280870331932638,0.010377668183454631,0.005005902390735194,0.0010240077566279798,4.310507901043953,-0.5041655230158694,1.631159564124458,0.03495034633118424,3.433024115009118e-05,0.06367144444009143,0.000714042369579304,0.43660404316316725,0.1582527816002531,-0.12189228700642121
45,0.455,78,-0.01173296882991987,-1.3385750095529738,-1.1569983107962352,0.03525183100037088,0.2193997563056848,0.4512398229849997,0.480664173124011,0.14254040845003832,-0.09741979112682747,0.010730483250965987,0.00786681519935873,0.01095692203692405,5.402147303926737,-1.3091830784363914,2.4480694553425932,0.03510014985478596,7.409385451058174e-05,0.06116323858584501,0.0008658250953880975,0.4646908796132072,0.14912233554687832,-0.1085347497031472
46,0.465,81,-0.06738410086326,-1.7472961416598365,-2.214598767868356,0.009410215926954247,0.06404792683584738,0.1962500904808367,0.5281358848059907,0.12811773769085094,-0.07363959203384489,0.02015082594638789,0.002383393641731845,0.008353333307385621,6.936914029234874,-2.371236149047195,3.1404529048993868,0.03540276338074996,0.00011979929077008383,0.05811107312130901,0.0009921634057957647,0.5160886716999,0.13300740104256126,-0.07500665850926364
47,0.475,79,-0.286981408271692,-1.6703417192705172,-1.4213986183563916,0.157356391169073,0.27006304275639825,0.8453229194857993,0.591654797591769,0.1046006300652832,-0.04717254464843728,0.015856710143247025,0.010542240652193892,0.008578581019414376,8.602008466919095,-3.4722564371561697,3.7226894848749295,0.03582634280596702,0.00017069742899750474,0.05487196343095239,0.0010471065701018576,0.5801253519292091,0.12246086126888364,-0.05660473036216402
48,0.485,82,-0.39781940745240296,-2.1350859142522016,-2.292775134299448,0.02191569637420263,0.07667392997107678,0.36914598935106224,0.6657680202766962,0.07256163469635223,-0.014076560275846015,0.029051314799967434,0.013585806098419601,0.015489713302891854,9.44650850508455,-4.471801530439426,4.911758268507427,0.03652011218211525,0.0002836072030293044,0.05099673474823157,0.0013145375912178823,0.6431704776244701,0.07774530899567833,-0.0061595345882283535
49,0.495,79,-0.4981426126964469,-2.0873938489235777,-2.9767837747796926,0.26190293979214313,0.18228138869138247,0.09818416289355361,0.7427989336731218,0.03305180557825238,0.031415587647681556,0.037822529603296136,0.009773528404904563,0.004510564432717586,8.892182738998686,-5.19775760361125,5.65184882420483,0.03748148834222773,0.0003442355732766784,0.046749652686150944,0.0012746778207662266,0.7541986070920582,0.04066724347241446,0.010442949920616876
50,0.505,80,-1.0223603825692942,-2.2455206687177873,-3.475039118912933,0.11984460263329928,0.43150059926351303,0.6502670275093299,0.8080429441006752,-0.010602486961427786,0.07635302091143127,0.022204157780840266,0.022063543258432166,0.039720010027692265,5.729280911068092,-4.078359139003846,3.7809713071491307,0.038706041162348895,0.0004762141004200857,0.042372525912767314,0.001454689687931752,0.8352569930378436,-0.0110726412977766,0.056945172159809064
51,0.515,79,-0.9839231050662496,-0.590036188980161,-0.6136772317408928,0.14188271747027004,0.39207690909016,0.7771291481817861,0.8344674282502113,-0.032201940645809154,0.09191112856206765,0.01362747024592849,0.011728705220940041,0.013956411228860295,-0.5485471923756188,-1.8299961980086104,-0.2627259556589635,0.040339179336306936,0.0005926062752213045,0.03789999543469609,0.0012365899447755295,0.9012432386820277,-0.06454174454793789,0.15245408110837422
52,0.525,82,-1.2047077367286911,2.3790359431345625,3.191872246522783,0.5004447687883625,2.343079999823316,3.322116599388747,0.7992661890226653,-0.03988242612956555,0.07214940562088785,0.016220986241869847,0.01211206694884665,0.003753524439577467,-7.148253301181878,0.39380545894970476,-3.2967132827673327,0.04229975568440512,0.0007179262140991093,0.03441894408950508,0.0009563909965117083,0.9063454040669767,-0.09581060142951724,0.16808243595658454
53,0.535,80,-1.0696089322165516,5.315900823518331,8.169606423423227,0.3133953167694424,0.15038234134049774,0.23438322713265627,0.7200953754313012,-0.02590105330261388,0.03916371603779033,0.056178874531295095,0.020416850721479918,0.052494355327422366,-11.508793016475394,2.759229323868139,-3.7397755074082846,0.04472490378583422,0.0008594137389522316,0.03228713158020155,0.0004217048077616389,0.7752928983721497,-0.03025195942622847,0.07163100366495351
54,0.545,79,-0.5383819044735908,4.39398745242198,6.956250564912823,0.5316301442736806,0.5011281419563158,2.2425216747208876,0.615125500759059,0.0042652430523246725,0.012312997502355304,0.06011234673579644,0.0026952459609197264,0.04172166350037837,-13.780182821602086,3.930186707667516,-2.9779445340533512,0.04755406473984921,0.0009479218429947991,0.03158734417143837,0.00013536968264606818,0.578192410954329,0.0022648160536324676,-0.08836566478528204
55,0.555,80,-1.0171184230210866,2.0723416041460636,2.2716593390622624,0.2706892985177678,0.44757883511155255,0.11055046896680981,0.4996124502856678,0.03698193402006638,-0.008483396507063293,0.024379753969766185,0.023364478462769595,0.04111529481526614,-13.185320174204522,3.123112709968225,-1.8802339862886563,0.05079491840149288,0.0011461807743123602,0.031587391749855705,9.370175934052206e-05,0.4394029250810226,0.058834222836981774,-0.10798327575567859
56,0.565,81,-0.5325401257295115,1.734371810938948,2.5258882654643626,0.071517404175323,0.04048723128044124,0.03904818847160248,0.40416037797178667,0.05423504641181628,-0.017770746278263198,0.016403170226372426,0.0033102956973068746,0.027135130377148937,-9.699239159004911,1.4033513782905076,-0.00870162563226882,0.05445673193052907,0.0011612207587778061,0.03188085576344016,0.0001185479880576819,0.3763938653208168,0.08628973722675483,0.018200488431199147
57,0.575,80,-0.5759739609744067,1.556215397635863,1.075076425019866,0.10064062121700508,0.10886525153051826,0.9913722895736108,0.3444246237415892,0.0594355560727145,-0.008622622517179594,0.012196103618348376,0.0049830550683396535,0.006290035117849241,-6.259501029218791,-0.27974412969346796,1.1642567295782842,0.0578721205076708,0.001042163837560697,0.03226666364087584,0.0001197824975895914,0.3287801517000206,0.06777285340919129,0.06410046590949152
58,0.585,77,-0.49994617266159175,1.5152291366979502,0.9276485577355041,0.048192863233612264,0.02951714665281895,0.1049152411487503,0.304008361504286,0.04975914033672079,0.0008573613949893512,0.006885735472053393,0.006510929583549196,0.019249307926754687,-4.830775419010201,-1.8896404130678854,0.24074153357779657,0.06105059650575726,0.0009541069212410811,0.032637934352182145,0.00010885743143428221,0.2980325368027445,0.05601360253252103,0.025194254808954007
59,0.595,80,-0.46125546355537905,1.4793991956009296,0.9259217636279666,0.19316253008953974,0.06041255264725633,0.3294607510560871,0.267132217037426,0.029201309463628335,-0.004770757979934849,0.004706211980813722,0.01016222923643418,0.02123462212572733,-4.358622118174228,-2.7985960573540707,-1.0811517485848956,0.06388289475060242,0.000822177173234558,0.03296497285026507,9.638825797830431e-05,0.2795136398033414,0.028267364358123565,-0.042625045979864044
