bin_id,phase_center,bin_count,acc_W_x,acc_W_y,acc_W_z,acc_W_std_x,acc_W_std_y,acc_W_std_z,omega_W_x,omega_W_y,omega_W_z,omega_W_std_x,omega_W_std_y,omega_W_std_z,alpha_W_x,alpha_W_y,alpha_W_z,orientation_quat_w,orientation_quat_x,orientation_quat_y,orientation_quat_z,orientation_R_00,orientation_R_01,orientation_R_02,orientation_R_10,orientation_R_11,orientation_R_12,orientation_R_20,orientation_R_21,orientation_R_22,orientation_dispersion_rad,left_foot_z_mean,left_foot_z_std,right_foot_z_mean,right_foot_z_std
25,0.255,80,0.42811043382661984,-1.1878401627362751,-0.07263783043460177,0.012148614343603504,0.11057547377913174,0.0841998329152966,-0.07087456603875328,-0.08923128417165942,0.035749985656872374,0.012431136997180191,0.007794040536918891,0.01169954344794281,4.365522579461904,2.031463927888515,-2.539308668541202,0.9995190066854004,-0.02914761797335891,0.0063353577386937735,-0.008487336651297877,0.9997756567177806,0.016597187424035674,0.013159392240598365,-0.017335829772403707,0.9981567629660933,0.05815965570008504,-0.012169849655305093,-0.05837473695582384,0.9982205592176038,0.0004113048895702435,0.03414730178783911,6.673687678926597e-06,0.08192826484813183,0.00017553404200156613
26,0.265,80,0.4443007966790482,-1.099015960728208,-0.3042917218994633,0.009573928310552359,0.014794309375034136,0.06262872640891683,-0.03722422964653147,-0.06976595562460848,-0.0010764597244118737,0.008280517600988411,0.004326177975306739,0.00816491173794784,3.760617570698105,1.9649169475061525,-3.246640623168163,0.9995155076656608,-0.02934196260744012,0.006034952245864481,-0.008448580803315044,0.9997844016676,0.0165348203750879,0.012559852599560125,-0.01724312974763127,0.9981353414255069,0.05855351973957803,-0.011568260831492901,-0.05875746686635137,0.9982052571634674,0.00036636919602598463,0.034157510916665454,9.052941285044869e-06,0.08146110448240548,0.0001660297679097911
27,0.275,81,0.5070832276745277,-1.1368828124023964,-0.0148215242717848,0.03120629371779783,0.03924098192626269,0.2863609634383628,-0.010704684907583598,-0.057792613011560974,-0.01619626431381824,0.009931304915535335,0.0044396309805943895,0.0030201713963192525,3.8506373694099896,1.6764447641826907,-1.2470777782040825,0.9995141438330765,-0.029423084169664118,0.0057798835663472,-0.008505959177931925,0.9997884832088456,0.01666352900909247,0.012054693854216815,-0.01734377701174644,0.9981238615528164,0.05871925065820366,-0.011053607642872743,-0.05891590447287785,0.9982017501278087,0.0003520623340076347,0.03417088795447934,9.948234822277295e-06,0.08098115686082374,0.000164258447202978
28,0.285,79,0.5107903154700675,-1.1675026638598804,-0.12661966406952693,0.00618341159780301,0.009464024413499333,0.09585873642661048,0.024385968264028363,-0.04294283939768543,-0.02102970417567719,0.00951541990235011,0.003983505573511327,0.0013015645684277316,3.844305182357839,1.5723817109611153,-0.08440829181295878,0.9995158520588059,-0.02937690333305635,0.005592245988402652,-0.008589867200648929,0.9997898819325608,0.016842851128625255,0.011683764424835943,-0.01749998260788916,0.998126423464071,0.0586292878307905,-0.010674389631246922,-0.05882143443236546,0.9982114486707309,0.00035474926369067874,0.03418713372369069,1.0041608025620823e-05,0.08046518473689922,0.00016934603810027217
29,0.295,77,0.510288447458135,-1.180333963924882,-0.2718881683748245,0.0490966605424073,0.030194803791921906,0.2859205161123527,0.05080419801014183,-0.03263450563618313,-0.01754679698282558,0.0064481602067779364,0.0026418976422562823,0.0026846024955510194,3.713549035110404,1.5688451963516312,-0.075872844911163,0.9995207376522682,-0.029212765049001808,0.005455145676838011,-0.008668953045320638,0.999790181277485,0.01701087690713243,0.011411550638894983,-0.017648316462994616,0.9981429272225797,0.05830294813782559,-0.01039857428475986,-0.05849210974473716,0.9982337114876726,0.00036622545865633267,0.03420481867797343,1.030525594877662e-05,0.0799316149196459,0.00016446503962342233
30,0.305,80,0.572560623503555,-1.0838580736329813,0.10713856300417948,0.01854734807809167,0.07281552862854349,0.14645484743954407,0.08380275282579483,-0.01784131625605933,-0.0222436696942558,0.012640421635636574,0.00646369473776614,0.007242510327666836,4.108772058058722,2.10430419440069,-1.8903087774903848,0.9995286204681438,-0.02893667257795025,0.005366706545654456,-0.008740955669640442,0.9997895883096685,0.017163081463830734,0.01123422192453224,-0.017784259984364913,0.9981725293481958,0.05775224455753889,-0.010222485235609187,-0.057939885133569034,0.9982677348819387,0.00040798831395204543,0.034223956787652915,1.0580372510095971e-05,0.07938070575907609,0.00017701151329427696
31,0.315,80,0.552509016482513,-1.0060461775660359,-0.2975628525199732,0.00426569447921279,0.003521096331934523,0.10524053721046808,0.11654455093908138,0.0010343614742279205,-0.04779173742267174,0.007959243329663544,0.005604895491411536,0.006809728607497541,3.5752913094889704,2.2013250030458913,-2.551661607451164,0.9995395491823311,-0.02851326934376963,0.00534752466869577,-0.008893091230261578,0.9997846338165759,0.01747304197586405,0.011197267004273457,-0.01808294362066795,0.9982158127993997,0.05690516872170219,-0.0101829825820848,-0.05709539282064133,0.9983167949024947,0.000469359284376816,0.03424450252685213,1.1038158438126295e-05,0.07879484589604484,0.0001790120159494803
32,0.325,82,0.641890136086605,-1.036274738425893,0.061891519416441686,0.06289122801003753,0.015410296194798705,0.4198112658747747,0.14100741377761836,0.017379883792674935,-0.06307025541347443,0.009574584080589591,0.004969031998569753,0.003089308159421099,3.647843438239324,1.9913504613565183,-1.456096036849174,0.9995521628833226,-0.027981298123094474,0.005409645262168426,-0.009124492794446052,0.9997749587387632,0.017938075222161846,0.011325075550670782,-0.018543550809445527,0.9982675811731813,0.05583881358001394,-0.010303814938257093,-0.056036254656874604,0.998375565386968,0.0005324643254445378,0.03426885256131813,1.1890581743060008e-05,0.07820583981263378,0.00018894932356150931
33,0.335,79,0.6324149393968997,-1.0667685418536867,-0.1108182041175725,0.014839098961300251,0.009427946214375973,0.14848074202635705,0.17491004595091056,0.03289596885593221,-0.07108927401225852,0.00940222209361813,0.005205830159959866,0.002070436755338412,3.700889466855551,2.0306642010880913,-0.7089162467458429,0.9995671643748132,-0.02732678673228294,0.005520512597638321,-0.0093943904135838,0.9997625387388329,0.01847893263265469,0.011549683252857155,-0.01908236411428886,0.9983299843112909,0.054526193749676016,-0.010522809239609925,-0.0547336411521773,0.9984455413350953,0.000597866131431957,0.03429601437081764,1.2902616135220368e-05,0.07754914079545581,0.00021450744785137405
34,0.345,80,0.6248923329409329,-1.0780660413184875,-0.3263453722864452,0.06401161228772138,0.026468538026172383,0.39585079190498146,0.20022164524730718,0.04987051101008439,-0.07441291536140791,0.006243357503312309,0.00551327626575391,0.0007042748339713782,3.3422306311710144,1.9625457048518882,-0.5641629917490562,0.999583830756238,-0.02656707164452621,0.005719762121666333,-0.009676792660320207,0.9997472880101614,0.019041616293521524,0.011948931552971226,-0.019649445613825353,0.9984011007760876,0.05300133258858644,-0.010920595377387416,-0.053222728397057315,0.9985229500510123,0.0006620670229394506,0.03432934236822553,1.4852983451138372e-05,0.0768547814986041,0.0002185782769809948
35,0.355,80,0.7123335773057234,-1.0122775574951066,0.13679898093741855,0.029033523571718622,0.0042420418287588135,0.21960307159289383,0.2283857360496468,0.06429670013356242,-0.08011588188024342,0.010534788033321606,0.004212334230525663,0.004236387833340854,3.531400828844278,1.9215322228508815,-1.2826485064326727,0.999602115879174,-0.02570060466173715,0.005968519019329337,-0.009973245741248707,0.9997298223002011,0.019631765994806653,0.01244492537275377,-0.02024534418573402,0.9984800265788115,0.051261706584711055,-0.011419651588793022,-0.05149980861227541,0.998607711401474,0.0007368142554168725,0.03436751732704398,1.686928318435729e-05,0.07612108368912604,0.0002596241160047784
36,0.365,82,0.6504352227801323,-1.0185443813482624,-0.4575662147295379,0.009607969847930633,0.005028094035346298,0.14634205888312765,0.25672405850881563,0.0806150265756985,-0.09493529146433068,0.007009368227684728,0.006027950128889908,0.004364842481084781,2.99859132075065,2.139720285678285,-1.573130740921939,0.9996217951231987,-0.024702547511158596,0.006287130495793181,-0.010320990808133368,0.9997078982777345,0.020323558438590253,0.013079414876357463,-0.020944790997714992,0.9985665225903948,0.04925663094232769,-0.012059595813156881,-0.04951618860655415,0.9987005122731757,0.0008225831067767272,0.0344119251735114,1.9342109855625128e-05,0.07526707928155586,0.000281568554193311
37,0.375,78,0.6990970921237862,-0.9567222719419383,-0.05977075913918211,0.04727171158655148,0.06285114226134596,0.4900973565688617,0.2763631971816572,0.09853222470441499,-0.10528597373499445,0.00694872577996184,0.0038383726404680363,0.00196263667031265,2.848604065062415,1.703670509173579,-1.0851308899346122,0.9996411804423427,-0.02362568276944216,0.006673449072832224,-0.0107145954188519,0.9996813250449653,0.021106172043380937,0.013848388282313152,-0.021736831206471983,0.998654049117376,0.04709140421107554,-0.012835829752838299,-0.04737741743853038,0.9987945843823,0.000851797243450811,0.03446262772180913,2.0505524321829468e-05,0.07440634999034591,0.0002828762086527552
38,0.385,81,0.6501779013935459,-1.0166520622363282,-0.4254140780980612,0.015211589302192161,0.026945805763472077,0.20986553085297607,0.30230172354981427,0.10787375472247576,-0.11229738570328447,0.007727880284510158,0.004088394741297043,0.00229497188936129,2.9246675144651118,1.6802608971140829,-0.7802135749758058,0.9996602795410509,-0.022467243743495673,0.0071172094513479835,-0.011130759008451946,0.9996509030670429,0.021934147164752393,0.014729738130759468,-0.022573763482820176,0.9987426583249323,0.044760782435848356,-0.013729428227987468,-0.045077662208710886,0.998889136576392,0.0009411718267434252,0.03451870594067736,2.213824399316414e-05,0.07338497921114459,0.00035560730824751077
39,0.395,79,0.6274762227913442,-1.0343821973603013,-0.7434035581175681,0.02826681103210467,0.10836162377885082,0.4554649811160279,0.323157877413099,0.1254163990582403,-0.11776939093460734,0.005076601317089695,0.006737121952587071,0.0008326622322421421,2.5176244353294908,1.590900151663308,-0.49994363724006374,0.9996791460184842,-0.021204339120593666,0.007614527976820968,-0.011575836121133908,0.9996160379635737,0.022821321869122616,0.015715085559838363,-0.023467166002977654,0.998832752041111,0.04221878219192388,-0.0147332537409706,-0.04257136030392176,0.9989847899322981,0.0009891000117583661,0.03457947652100719,2.3301970945237794e-05,0.07225386463568492,0.00035536936555315905
40,0.405,82,0.6013031690686176,-0.9192517769715831,-0.3825113347182935,0.038698391859545885,0.06261518674640987,0.3279563333873485,0.3425837145150861,0.1333281571490887,-0.12029648389912549,0.0073268919927729345,0.0012271545830161922,0.0019865479874910373,2.681461756720342,0.9564344591635083,-0.6740919838823973,0.9996969455672292,-0.019862162436312426,0.00816851025770715,-0.012032745616674442,0.9995769769461883,0.023733709524351283,0.016810062204915262,-0.02438268663475634,0.9989214150725558,0.039515707027887,-0.015854076812942406,-0.03990886545187975,0.9990775398870465,0.001063601890292554,0.03464349897872915,2.4607137677863925e-05,0.07100506326364155,0.0004566302231978549
