bin_id,phase_center,bin_count,acc_H_raw_x,acc_H_raw_y,acc_H_raw_z,acc_H_smooth_x,acc_H_smooth_y,acc_H_smooth_z,acc_H_std_x,acc_H_std_y,acc_H_std_z,omega_H_raw_x,omega_H_raw_y,omega_H_raw_z,omega_H_smooth_x,omega_H_smooth_y,omega_H_smooth_z,omega_H_std_x,omega_H_std_y,omega_H_std_z,alpha_H_x,alpha_H_y,alpha_H_z,left_foot_z_mean,left_foot_z_std,right_foot_z_mean,right_foot_z_std
42,0.425,81,0.4646256327514375,-0.8991868719379165,-0.8680947583846341,0.44098991018193207,-1.037604262244951,-1.14641660780109,0.05049371800885024,0.19222954997238262,0.5321002722955746,0.3806571413907697,0.16545172481672807,-0.14625823946541558,0.38290523338865606,0.15781084634324966,-0.13849292721045012,0.004734302100310575,0.003726110247904775,0.0013126575018010983,2.9444486357410247,0.6253373460310026,0.1306327550915382,0.03479581810012357,2.4634509376906e-05,0.06777680443846357,0.0005322324305275241
43,0.435,79,0.32685810854932396,-1.1284628097559297,-1.505680659315531,0.31836559612210635,-1.1285671976689615,-1.2963594655361395,0.02644999429014547,0.074484962690107,0.2720879052013426,0.4014606202768795,0.16025968259200787,-0.13755149515615908,0.407430818356352,0.16111129475755356,-0.13581600026321425,0.00831079809976005,0.0009668432383035686,0.003024375055173075,3.4386965121771422,0.12166900086040683,0.8676118348214801,0.034877700218106766,2.904400919006427e-05,0.0657980158153449,0.0006638002392971169
44,0.445,82,0.23832869664464315,-1.1840908248621205,-1.7526887229726775,0.20237249876480173,-1.2722018135649287,-1.4929373615421047,0.078944542406576,0.18310152671638483,0.7577937920296699,0.43217747302459547,0.1689192880504373,-0.13375717640555015,0.43792437758349034,0.15975755035701616,-0.12461113785330644,0.01013595646641711,0.0050588595658584345,0.0006057998445532861,4.402941666772707,-0.47564367270462243,1.6874479517072458,0.03497103684751013,3.20750067783061e-05,0.06354874315404431,0.0007050388168123837
45,0.455,78,0.010893932895184404,-1.3680402924412225,-1.1453683243076507,0.05831409927978804,-1.4341892814507444,-1.6011463877209162,0.02929172371528276,0.22210294817269965,0.45404531718587043,0.4610711196952883,0.15993810058951197,-0.11991410576198105,0.4778778850247153,0.1535009959942796,-0.10881683303589831,0.01104818652053828,0.007824795096979241,0.011034310589045427,5.544244034627659,-1.2647079199680447,2.503898979930785,0.03512519282553759,7.369107275594523e-05,0.061031722842656254,0.000862598090547926
46,0.465,81,-0.028843877016580415,-1.7812282688274532,-2.192854342730029,-0.0774105643726738,-1.643236254486099,-1.758434632019074,0.006466948099106368,0.061884105839966876,0.19104946800817707,0.5142555335299186,0.1442189557363956,-0.08557467247742631,0.5266322821375329,0.13952222363752745,-0.08454875417441388,0.0206542789789263,0.002215213808186174,0.008505967598280498,7.121108800802231,-2.3005690328424864,3.1967302566769544,0.03543826178614283,0.00011984799319525108,0.0579711073075705,0.0009915897872826622
47,0.475,79,-0.2556663646736309,-1.709124211366997,-1.4091398892786924,-0.21485367342901274,-1.831476019146188,-2.0054974023488112,0.16279643465932742,0.26878353940799715,0.8391887305296196,0.5804246785968945,0.13416895300304532,-0.06728671537837494,0.591815625837551,0.11669189146879982,-0.05766914892906704,0.015809019034046787,0.010325204997079717,0.00854187634140613,8.82499192001629,-3.369132789518878,3.7824997424688966,0.03587895802594606,0.00016718703948761298,0.054720964854030774,0.0010400888686307942
48,0.485,82,-0.35176520971298525,-2.173697674932702,-2.29212188080632,-0.4125714995333808,-2.015373473382888,-2.4791523024274933,0.025516564449127734,0.07152024422928463,0.371348403043813,0.6452326058409672,0.09036582080824704,-0.016211100848736924,0.6678321528577935,0.0856160990052254,-0.02402875829491153,0.029080608543565367,0.013134507786346701,0.015569397483124537,9.672446897954629,-4.330228329892777,4.974449718515083,0.03660011675815164,0.0002787265962265764,0.0508272323669362,0.0013061484091089867
49,0.495,79,-0.4488868486370515,-2.125289648162566,-2.9880025746213628,-0.6022959979110839,-1.7786389736202048,-2.160588928923215,0.2724664948052995,0.1764112680958179,0.0936049165974681,0.7580941915246862,0.05476762720679923,0.0006408498211840388,0.746574776204825,0.04740823819051539,0.02192204656717428,0.037889423944788544,0.009108738489082615,0.004405772393487634,9.07043552860677,-5.029621681860793,5.700986676694244,0.037594991059437366,0.00033584575681442513,0.046565660987293755,0.0012680844602464985
50,0.505,80,-0.9776951976266558,-2.28752756362472,-3.513642824701061,-0.8095181905054071,-0.9470651522611881,-1.213755899896579,0.13472832039271102,0.4495304484377683,0.6812152420927327,0.8411537547965006,0.004559138271639854,0.04828784740879652,0.8129591213155019,0.005142152095452712,0.06718702853219638,0.02245097806112411,0.021351710446023613,0.04042648990940994,5.777850964424784,-3.919440220410416,3.77108723672897,0.038855986744348855,0.00046680906251600837,0.042175424932601686,0.0014498001802592862
51,0.515,79,-0.9774663689050961,-0.5975557700140388,-0.600037475208637,-0.9771761471551073,0.5501234280699938,0.8877418767403745,0.1366622848347782,0.38738794431457446,0.7728818734516737,0.9079686502650768,-0.04682034833715452,0.1441793518330027,0.8390203916356216,-0.01530280533605127,0.0822594423548378,0.012930379720799884,0.011177803187534951,0.013603263635086042,-0.6614683397183352,-1.762023401289511,-0.32619792011819115,0.04052562050484716,0.0005738084234114121,0.03770002781699917,0.0012231698041297381
52,0.525,82,-1.2917773276452464,2.448744895428087,3.325025255854487,-1.0141815392877742,1.8536035168165534,2.8828365042056014,0.5546260105870725,2.3325956944447674,3.309899067268989,0.9123464041502785,-0.07716147747226804,0.1590381944467356,0.8023756278800085,-0.023050222325179465,0.06196786181030532,0.017351037598977544,0.012324009130491332,0.004018647908664513,-7.371163023084236,0.3428725435143327,-3.357306495901116,0.04253275255506763,0.0006914069615665265,0.03421788032077412,0.000934955662147177
53,0.535,80,-1.1900549929614859,5.312245226723207,8.215367002378446,-1.0303021784066475,2.7113035445050575,4.042575631240468,0.3203514277573907,0.1523072741972387,0.22633599110672656,0.7755389574415661,-0.01185896634927287,0.05915096826447015,0.7210817832662738,-0.009816844639821945,0.028542538420419938,0.057812759594654616,0.019292727846476367,0.05273594641659167,-11.766887474603624,2.6384598447043612,-3.754975294568319,0.045007182419397745,0.0008394216901894139,0.03211639032947803,0.0004022477610127691
