count,phase,quat_w,quat_x,quat_y,quat_z,yaw,yaw_unwrapped,yaw_fit_line,lin_acc_local_x,lin_acc_local_y,lin_acc_local_z,ang_vel_local_x,ang_vel_local_y,ang_vel_local_z,ang_acc_local_x,ang_acc_local_y,ang_acc_local_z,lin_acc_world_x,lin_acc_world_y,lin_acc_world_z,ang_vel_world_x,ang_vel_world_y,ang_vel_world_z,ang_acc_world_x,ang_acc_world_y,ang_acc_world_z,left_foot_z,right_foot_z
0.02,0.024999999999999998,0.9999826597737868,4.357358831990949e-08,0.0058889856253953,-2.138570432956314e-07,-4.27223093785135e-07,-4.27223093785135e-07,-0.022809770432259728,-0.4641357370498668,0.3101085224818588,-1.6383243261923426,-1.3430584747130264e-06,0.663254493708369,-1.4850660671008478e-05,-0.0014159114814312637,-10.599536069949789,-0.00028303427514002176,-0.48339921387361,0.3101088676570598,-11.442744182700748,-1.2338541825715266e-06,0.6632544937102112,-1.477768324744636e-05,-0.0014230166289902195,-10.599536069359816,-0.000269144555396915,0.03498404278022046,0.03498402242304874
0.022,0.027499999999999997,0.9999789012796648,2.3543312836312097e-05,0.006495856185482474,-1.713608572518599e-05,-3.3968447084880474e-05,-3.3968447084880474e-05,-0.022809786126918957,-0.3902552082171899,-0.16758617194272427,17.19562448255466,0.023689081959126758,0.6068786998047712,-0.01678355562055711,11.845212508800735,-28.18789695179891,-8.384352479943052,-0.16683218816062667,-0.16838641147574848,7.389235408442554,0.02349002449284971,0.6068786881629695,-0.017061454304443023,11.745629173516141,-28.18790277362082,-8.523338310597788,0.034805708906952275,0.034813764245655854
0.024,0.03,0.9999750825530602,7.653921758153072e-05,0.007058450193887205,-8.182670543037743e-05,-0.0001625850378021653,-0.0001625850378021653,-0.02280980182157819,-0.3256011192591019,-0.5471391459120933,16.447945238435082,0.05351190672009863,0.56259625077256,-0.06435829513266969,14.911412380485936,-22.141224516105563,-23.78736975605629,-0.09347078821473366,-0.5496229622309146,6.6408193629238585,0.052690734080746676,0.5625974632430644,-0.06502181626997607,14.600354793948483,-22.140612459952578,-23.98018098276652,0.034670833746727824,0.03468900395576306
0.026000000000000002,0.0325,0.9999713048648742,0.00016476211410703645,0.007571239426122964,-0.00019655492922936136,-0.00039064846840968355,-0.00039064846840968355,-0.02280981751623742,-0.25881677248076757,-1.9168296964828302,12.953870398150316,0.08908759813044166,0.512784440055188,-0.11414219375654522,17.787845705171513,-24.90590535868603,-24.891949311937765,-0.0633981242852018,-1.9210353961568605,3.145677681374311,0.08755189300938562,0.5127875259136767,-0.11531063175927782,17.43057946431947,-24.904968664693826,-25.144407744650877,0.03457745814765507,0.03460404689859353
0.028,0.034999999999999996,0.9999676749255145,0.00031353260679505403,0.00802646157641128,-0.0003559718084783837,-0.0007069786427875256,-0.0007069786427875256,-0.02280983321089665,-0.23086178517827538,-1.8562580723810758,12.437230854218484,0.14997026411293327,0.45521127341941614,-0.15836163685861365,30.4413329912458,-28.786583317885917,-22.109721551034216,-0.03251815057759254,-1.8639638175723816,2.6281784829179795,0.14773521846449655,0.45520526125755434,-0.16046578122284508,30.091662727555466,-28.791132328061185,-22.577574731783628,0.034518158128087964,0.0345340350918172
0.03,0.0375,0.999964269356408,0.0005195930192255314,0.008419047470027701,-0.0005564829718829516,-0.001104334006470776,-0.001104334006470776,-0.02280984890555588,-0.1261591023968338,-1.874423406186396,11.899768018084028,0.20759451688493086,0.39257401552575194,-0.19897504277390549,28.812126385998795,-31.3186289468321,-20.306702957645918,0.07211174883626444,-1.886759064269401,2.088268707592272,0.20465517418964566,0.3925529683949641,-0.20203795543235634,28.45997786257455,-31.326146431295108,-20.78608710475563,0.034490756813511284,0.03447715588819947
0.032,0.04,0.9999611518418996,0.000779935264893507,0.008744195578404118,-0.0007909182587096015,-0.0015683757684491872,-0.0015683757684491872,-0.02280986460021511,0.006363815226177981,-1.0763748978143868,13.497432464034196,0.2621819827398993,0.32514178251688614,-0.23240575519024093,27.293732927484214,-33.716116504432904,-16.71535620816772,0.24066812588068995,-1.0976223451477694,3.683576641519874,0.25859633925715214,0.3250955667696901,-0.23645255686230796,26.97058253375324,-33.728700812637015,-17.20730071497581,0.03449262415222312,0.03443125318317676
0.034,0.0425,0.9999583665206625,0.0010731214276772836,0.009000300487373759,-0.0010527235477109465,-0.0020863822217338916,-0.0020863822217338916,-0.02280988029487434,0.14187988473464722,-1.1598248288580757,12.762576660724248,0.29530343126523284,0.25610119519143515,-0.25943339102344565,16.560724262666774,-34.52029366272549,-13.51381791660236,0.36908798137906895,-1.187747849371177,2.9454582694823994,0.2911298901594592,0.25604572222197364,-0.2641620681721637,16.266775451153542,-34.52492227385822,-13.854755654927873,0.03452457803248234,0.034411102383250784
0.036000000000000004,0.045000000000000005,0.9999559640753031,0.001398485026565602,0.009183050948379767,-0.0013363102717477986,-0.00264726788513228,-0.00264726788513228,-0.02280989598953357,0.24970509288923676,-1.2097982412810124,12.17482841449069,0.32773798898100803,0.18275720797979872,-0.28084519349403164,16.217278857887596,-36.671993605818216,-10.705901235292997,0.4699466117691783,-1.244800047810096,2.3547866550700345,0.32301790184174994,0.18268075129583594,-0.28631029914121037,15.944005841145358,-36.68248546306885,-11.074115484523332,0.03458291755242361,0.03441135518232416
0.038,0.047499999999999994,0.9999539751747518,0.001754931270822662,0.009289205220294102,-0.0016365863323052235,-0.0032409835242157093,-0.0032409835242157093,-0.022809911684192802,0.34336314727433226,-1.2171034819503765,11.714918232352145,0.3590618224719553,0.1061807161437659,-0.29714069219853345,15.661916745473626,-38.28824591801641,-8.147749352250905,0.5568460114427154,-1.2596741598450785,1.8922088452538528,0.35383048551906815,0.10606789246459185,-0.30339070108256244,15.406291838659103,-38.30642941562205,-8.540200970676038,0.034664098785054234,0.03442720982992825
0.04,0.049999999999999996,0.999952407436842,0.0021410170126023712,0.009316456906670476,-0.0019500097751866292,-0.003860620912340548,-0.003860620912340548,-0.022809927378852034,1.8217312786807505,3.002663986298466,12.514255196780761,0.38894042140458807,0.027306657149583725,-0.3098729860864498,14.939299466316392,-39.43702949709109,-6.366146943958179,2.0662923091984355,2.9415432344845502,2.680758123072332,0.3832065526242564,0.027142994788060162,-0.3169504192976639,14.688033552594126,-39.46244883826584,-6.779859107550718,0.034764790002115825,0.03445442586630447
0.042,0.0525,0.999950831691243,0.002449688641514974,0.009347110468391845,-0.0022281722205469996,-0.004411116289312877,-0.004411116289312877,-0.022809943073511262,2.076232251191588,1.3405290370310412,11.65309450525502,0.31118385577237057,0.030755973106887532,-0.2753422001256417,-38.87828281610875,1.7246579786519034,17.265392980404055,2.2995913950570883,1.2737672705784293,1.8085957139664153,0.3061208024735609,0.030743283073379972,-0.2809618372376455,-38.54287507534776,1.8001441426599047,17.994291030009183,0.03491222763831526,0.03447622551134939
0.044,0.05499999999999999,0.9999496001609429,0.002690144419487391,0.009372711512430045,-0.0023900920231271134,-0.004730365102505045,-0.004730365102505045,-0.022809958768170494,2.2082913902600354,1.175862674468091,11.106344361859232,0.2418932869857304,0.025845391119168257,-0.15972974318569788,-34.64528439332008,-2.4552909938596374,57.806228469971906,2.421597836269748,1.1051381435566205,1.259084089514186,0.2389808699438435,0.025567189027361305,-0.16409875086409298,-33.5699662648587,-2.5880470230093335,58.43154318677626,0.0350940062717472,0.03449097735379852
0.046,0.057499999999999996,0.9999488864914065,0.0028666271169982163,0.009387294037771053,-0.002426018181797002,-0.0047988340317240705,-0.0047988340317240705,-0.022809974462829723,2.2375080904553957,1.385880911202217,10.832707007823352,0.17677125468821672,0.01498866721778988,-0.03431116606071273,-32.561016148756835,-5.4283619506891885,62.70928856249258,2.447104541366306,1.3125094356655655,0.9864645980592393,0.17616787994695843,0.014338368882713089,-0.037540404875748626,-31.40649499844253,-5.614410072324108,63.279172994172185,0.03530058446894224,0.03449798162952358
0.048,0.06,0.9999487439932249,0.0029818586840927625,0.009386027330522718,-0.002349552321660157,-0.004643724269849014,-0.004643724269849014,-0.022809990157488955,2.2448099182703216,1.685625235271391,10.693221336746058,0.11451166835457785,-0.0007184117058722695,0.07754694818495934,-31.129793166819436,-7.853539461831074,55.929057122836035,2.4529780992522303,1.610914532248572,0.8489558294407509,0.11594136608028145,-0.0017159205264065884,0.07537653962416918,-30.113256933338487,-8.02714470455984,56.4584722499589,0.03552433584622186,0.034497332262079856
0.05,0.0625,0.9999491552295975,0.0030381431731175868,0.009365280415702875,-0.002179028317998865,-0.004301697838132619,-0.004301697838132619,-0.022810005852148187,2.237588911709289,1.9884280108104067,10.607589238090226,0.05473666828073238,-0.020086974436174243,0.171106382099621,-29.887500036922734,-9.684281365150987,46.779716957330834,2.4444890914388937,1.913864294444119,0.765594360617067,0.05784035797878269,-0.021368453504027753,0.16992605914169973,-29.05050405074938,-9.826266488810582,47.27475975876527,0.03575887894928728,0.03448961650504465
0.052000000000000005,0.065,0.9999500672404843,0.003037344019658716,0.009322380600819743,-0.001931524525349427,-0.0038068973126691545,-0.0038068973126691545,-0.022810021546807415,2.213875066488558,2.282489504184433,10.824195191544753,-0.0030103290233813697,-0.04215711390348484,0.2476160495348174,-28.873498652056874,-11.035069733655298,38.25483371759819,2.424097385951866,2.2078637157033647,0.9845955166321172,0.0014385886328869542,-0.04365759601293005,0.24737004081708575,-28.200884672947865,-11.144571254451149,38.721990837693006,0.03599859880437258,0.03447570676491015
0.054,0.06749999999999999,0.9999514078758365,0.0029803484650544974,0.009255830848374216,-0.0016214208174025419,-0.003188065065203169,-0.003188065065203169,-0.022810037241466647,2.1979830900025616,2.434132561778219,10.783478947185456,-0.05973591180217833,-0.06574824724125264,0.30976161775447897,-28.36279138939848,-11.7955666688839,31.07278410983079,2.405128539728254,2.3624728267669934,0.9451675043585599,-0.05421126085972561,-0.06741192749354064,0.31041946175394813,-27.82492474630628,-11.87716574030529,31.524710468431195,0.03623916589852614,0.03445900095492974
0.056,0.06999999999999999,0.9999530935151528,0.0028698257278712775,0.009164325323465915,-0.001260956436249876,-0.0024696121988709518,-0.0024696121988709518,-0.022810052936125876,2.1898716220065477,2.5256460808246817,10.747183313164989,-0.11368081387536047,-0.09065872932543813,0.3596993438652649,-26.972451036591067,-12.455241042092744,24.968863055392976,2.392893182185458,2.4582586503721515,0.9094870045048076,-0.10730485771772866,-0.09244901293079782,0.3611991114906966,-26.546798429001523,-12.518542718628595,25.389824868374237,0.036476311748502355,0.03443994775841622
