bin_id,phase_center,bin_count,acc_H_x,acc_H_y,acc_H_z,acc_H_std_x,acc_H_std_y,acc_H_std_z,omega_H_x,omega_H_y,omega_H_z,omega_H_std_x,omega_H_std_y,omega_H_std_z,alpha_H_x,alpha_H_y,alpha_H_z,orientation_quat_w,orientation_quat_x,orientation_quat_y,orientation_quat_z,orientation_R_00,orientation_R_01,orientation_R_02,orientation_R_10,orientation_R_11,orientation_R_12,orientation_R_20,orientation_R_21,orientation_R_22,orientation_dispersion_rad,left_foot_z_mean,left_foot_z_std,right_foot_z_mean,right_foot_z_std
337,0.8425,20,0.2715323607537718,0.9493851730290753,-0.3241349049894147,0.0013938696396723887,0.00018581268346721847,0.0009328425514820916,-0.1309679543916238,-0.01690654716736773,0.0727606899298469,2.629354631301624e-05,0.0009840588921147676,9.29143187269293e-05,-0.7718708827350337,1.1659929388744477,0.005684875145947621,0.9996491296153317,0.02539164556702914,0.007471682853959858,-0.0010275942963871888,0.9998862360105838,0.00243390413359626,0.01488593790312441,-0.0016750308423282702,0.9987084167707208,-0.05078082849853363,-0.014990307143766667,0.050750117063793065,0.9985988765814564,0.00015690420763565935,0.0751910579863206,9.770255160553395e-06,0.034264298250135355,4.0319698653490023e-07
338,0.845,20,0.2633013097345005,0.952628159253185,-0.40883017128438537,0.001449196160150745,0.001483669788892867,0.001269227252455403,-0.1317867581931921,-0.014538781203601919,0.0719057021138598,3.576389790533553e-05,0.0009568771179076414,8.998244522880479e-05,-0.40940190078416405,1.1838829818829049,-0.4274939079935498,0.9996526448394403,0.0252601971543952,0.0074564938213655405,-0.0009554083550702451,0.999886975789534,0.0022868579861117858,0.014859539932689955,-0.0015334479700788927,0.9987220192691922,-0.050517093782106656,-0.014956075146338076,0.050488597796120804,0.9986126462792261,0.00015625409301293442,0.07510572459791158,1.031595475369841e-05,0.03426942619698607,4.3560806434240596e-07
339,0.8475,20,0.24942972541156397,0.95147008438061,-0.49033350396821956,0.007751887907320573,0.0012225390476623941,0.0005353784882190613,-0.13190014638607983,-0.012295906211908224,0.07041374812636254,4.5159043015099226e-05,0.0008031574158568652,7.211748584030005e-05,-0.05669409644386882,1.1214374958468487,-0.7459769937486243,0.9996561395397331,0.02512793370157933,0.007443649614441915,-0.0008841429884800141,0.9998876207431867,0.002141765001349073,0.014837746702524371,-0.0013935908653111412,0.9987356104781299,-0.050251748898692924,-0.01492661344811334,0.05022542389623168,0.9986263580566129,0.00015566241696405626,0.07501811020795109,1.0853303822914743e-05,0.034274805874030465,4.686086756856253e-07
340,0.85,20,0.22906739661546652,0.9530068854874679,-0.568406716929349,0.005264775459496268,0.0012005576427834665,0.00021029307068086284,-0.131372936474038,-0.010324418131705154,0.06821458316593094,5.3228363512527885e-05,0.000702311204203074,5.173438609480454e-05,0.26360495602091216,0.9857440401015353,-1.0995824802158058,0.9996595964517474,0.024995565399842136,0.00743301030327971,-0.0008144262416500589,0.9998881741354565,0.0019998826064418795,0.014820246071623529,-0.0012567134258285656,0.9987491168404783,-0.0499862209186698,-0.014901674249169574,0.049962006364088006,0.9986399441363472,0.00015521121677212964,0.07492846426698194,1.1386235061744714e-05,0.0342804234417137,5.017242782653129e-07
341,0.8525,20,0.3631244837842182,1.0405269030099027,0.43131730554276404,0.00034842851712851884,0.00017399571257100904,0.001147708928114772,-0.13875218493781932,-0.009682782983273354,0.0694626070328222,2.6639073785245133e-05,0.0007166359406837353,3.215179962541797e-05,-3.6896242318906545,0.32081757421590007,0.6240119334456277,0.9996630014818509,0.024863738274007202,0.007424287722768858,-0.0007469532436768381,0.9998886440253226,0.0018625941367008845,0.014806427397708542,-0.001124211949461485,0.9987624731597868,-0.049721809653699454,-0.014880715597523348,0.049699627270513407,0.9986533489417024,0.000154860607488797,0.07483701012369647,1.1910953326239166e-05,0.03428625587742727,5.355165016729315e-07
342,0.855,20,0.34114228259482277,0.9940504513446266,0.23780964033753013,0.0033703561878929036,0.0013870205189177643,0.0016959259235465268,-0.14508797822130146,-0.008788869623924916,0.0723334609760278,1.340864801694614e-05,0.0006696556521597273,5.526586552023982e-05,-3.167896641741073,0.4469566796742179,1.435426971602797,0.9996665630814553,0.024724524160908826,0.007416229932143089,-0.0006783034136941981,0.9998890788761451,0.0017228799968684492,0.014793972716293975,-0.000989428972307941,0.9987764756189912,-0.049442621091679684,-0.01486105563285521,0.049422499275360826,0.9986673948772204,0.00015447476925258913,0.07472960550976551,1.2493170375851802e-05,0.034291976770941236,5.739913560726652e-07
343,0.8575,20,0.30474385072199506,0.9716252569085961,0.0617525856518367,0.00499969725896325,0.0013797753394600865,0.002030935385022333,-0.1504959932789695,-0.00790190449060663,0.07563658805544207,2.227580058054761e-05,0.0005970245703388157,9.273343230322746e-05,-2.704007528834017,0.443482566659143,1.6515635397071364,0.999670251398628,0.024578953868028393,0.00740913119401275,-0.0006068527888211045,0.9998894730092852,0.0015775227475651231,0.014783544473326048,-0.0008490879722858852,0.998791013512892,-0.0491506904885901,-0.01484320770013052,0.04913270548087879,0.9986819596034064,0.0001540756907446841,0.07460924099657978,1.3123786670052438e-05,0.034297725934548356,6.152614751508342e-07
344,0.86,20,0.28131401005320394,0.9603014217865218,-0.09359354187803852,0.0001595269512091409,0.001649808957194576,0.000416347798145057,-0.15504601074924648,-0.006741099656093067,0.07877102856906269,3.6698505583066345e-05,0.0006175208150165489,0.0001349400207130133,-2.2750087351384662,0.5804024172567827,1.5672202568103117,0.9996740406882915,0.024427951646352176,0.007402996414980367,-0.0005321619937879019,0.9998898248953844,0.0014256571381878963,0.014775167423824164,-0.0007022969843348607,0.9988059839639517,-0.04884785744275857,-0.014827165933633273,0.048832099069429764,0.9986969416448865,0.00015366605215488764,0.07447845970433757,1.3795664310193312e-05,0.03430359640672333,6.583229981791224e-07
345,0.8625,20,0.2699003097368122,0.9522706579704524,-0.23094637599381765,8.546841203343728e-05,0.0020076686640782236,0.00015815287947780447,-0.15882464219775136,-0.005270432029148067,0.08162440264581611,4.709272133088431e-05,0.0006367223404370587,0.00017872014774668037,-1.8893157242524663,0.7353338134725004,1.4266870383767127,0.9996779048490412,0.024272376321443592,0.007398096049853044,-0.0004543998006545641,0.9998901233913167,0.0012676456241327901,0.014769367592054364,-0.0005493681385959164,0.9988212905370628,-0.04853584000019697,-0.014813485043901871,0.04852239322671586,0.9987122398450947,0.00015319929395891265,0.07433944319204373,1.4495564504202773e-05,0.0343096481508839,7.026853827925559e-07
346,0.865,20,0.2597929391926855,0.9583336507812824,-0.3544951163137564,0.0001258007776272605,0.0023032109741217464,5.713668967380516e-05,-0.16195239769891884,-0.003504477861668856,0.08366805752646515,5.412785667863583e-05,0.000654968874952446,0.00022382906699040543,-1.5638777505837438,0.8829770837396052,1.0218274403245196,0.9996818200478677,0.02411300101374222,0.00739473359801297,-0.00037384877759148076,0.9998903563042119,0.0011040780903011247,0.014766732252155346,-0.00039084121532016313,0.9988368468384056,-0.04821618650470026,-0.014802790715967545,0.04820512845623534,0.9987277621942514,0.00015268573910925633,0.07419406394452568,1.5215313387474234e-05,0.034315913544846435,7.473552313963123e-07
