bin_id,phase_center,bin_count,acc_H_x,acc_H_y,acc_H_z,acc_H_std_x,acc_H_std_y,acc_H_std_z,omega_H_x,omega_H_y,omega_H_z,omega_H_std_x,omega_H_std_y,omega_H_std_z,alpha_H_x,alpha_H_y,alpha_H_z,orientation_quat_w,orientation_quat_x,orientation_quat_y,orientation_quat_z,orientation_R_00,orientation_R_01,orientation_R_02,orientation_R_10,orientation_R_11,orientation_R_12,orientation_R_20,orientation_R_21,orientation_R_22,orientation_dispersion_rad,left_foot_z_mean,left_foot_z_std,right_foot_z_mean,right_foot_z_std,acc_H_raw_x,acc_H_raw_y,acc_H_raw_z,omega_H_raw_x,omega_H_raw_y,omega_H_raw_z
242,0.605,20,-0.764443673906671,1.1623276784132164,0.16391947822596764,0.00015531818247521475,0.001337776586332656,0.01614159328733033,0.23519298317457202,0.010995699250233885,-0.014236077040615401,0.0006701690920082083,0.002528967607582142,0.004051735608130108,-3.782247463462869,-3.136297779178729,-1.6171429579155734,0.9996634018615906,0.02169936412925976,0.014051240030079864,-0.002187059330492086,0.999595558850204,0.00498245228854637,0.027998105224117505,-0.003762840393025035,0.9990487087357414,-0.043445582118603915,-0.028187936411256075,0.04332265853615283,0.9986634005000058,0.0003801696383876374,0.06572812143128251,0.00016859098458048608,0.03317269273743252,1.6494166541847104e-05,-0.764443673906671,1.1623276784132164,0.16391947822596764,0.23694436014889142,0.018111224713592056,-0.0662366956138978
243,0.6075,20,-0.620989462243091,1.0040372681214376,0.21751661149128737,0.0018909488223541214,0.009457440211089536,0.007848000251413332,0.22798256098358224,0.004576958411255754,-0.017295486967526093,0.0006555619398378651,0.002238361033861037,0.0031503156725519615,-3.60521109549489,-3.2093704194890647,-1.5297049634553472,0.9996580848827034,0.021934662886645435,0.014062430213437527,-0.0021981695083095713,0.9995948322146099,0.0050117451740460586,0.0280188118976583,-0.00377792650965114,0.9990280772297239,-0.043916149398239186,-0.028211676326188193,0.04379250297700755,0.9986422372410828,0.0003740715039835322,0.06635784786595995,0.000158582251211497,0.033235990512586036,1.528096746302771e-05,-0.620989462243091,1.0040372681214376,0.21751661149128737,0.22384582832217945,0.013574797274309384,-0.0491568067926608
244,0.61,20,-0.5530018077142329,0.9546006293032219,0.2666125960914685,0.0004400969220504642,0.008754007536836186,0.00789623242218695,0.22108947662562584,-0.001894512446061075,-0.020087299802261822,0.0007324000707664907,0.0019505540596756468,0.00227315645161057,-3.4465421789782047,-3.2357354286584146,-1.3959064173678657,0.9996529555239095,0.022162808948889282,0.014067130059387482,-0.002212298284563393,0.9995944431763848,0.005046595269259307,0.028026434790774383,-0.0037995268053977772,0.9990078312715903,-0.04437247631233607,-0.028222557767649318,0.04424799356153962,0.9986218515027746,0.0003688325011406361,0.06698414588898512,0.00014899249336261966,0.03329573178955567,1.4168991911190738e-05,-0.5530018077142329,0.9546006293032219,0.2666125960914685,0.21229698691010662,0.00705927220436854,-0.03308779066115559
245,0.6125,20,-0.5061871364143549,0.9419211670553269,0.29910609869308613,0.00010109744408379568,0.010301726119730497,0.006337960643188368,0.21448153197891467,-0.008344104217022917,-0.02251310326273545,0.0008325120443777794,0.0016805894417321202,0.001355131310586689,-3.3039723233555782,-3.2247958854809213,-1.2129017302368135,0.999648012914337,0.02238411607603584,0.014065291216322216,-0.0022291717995995925,0.9995943967521759,0.005086452542287626,0.028020884750284636,-0.0038270960973700112,0.9989879642811649,-0.04481518221357135,-0.02822047691154729,0.044689766411441026,0.9986022378609892,0.0003642731293392464,0.0675992360031715,0.0001398553580959018,0.03335206713938301,1.3149452976385053e-05,-0.5061871364143549,0.9419211670553269,0.29910609869308613,0.20208571750901677,-0.0009741535431000592,-0.019686648648107104
246,0.615,20,-0.4723728207236192,0.945016458551622,0.31758513488070755,8.117310447735316e-05,0.011493362560079151,0.004196745315377236,0.20813923316772273,-0.014711888488943706,-0.024515357231555887,0.0009166934841441706,0.0014333824415779786,0.00044697189070210425,-3.1711494055959646,-3.1838921359603956,-1.0011269844102186,0.9996432555321062,0.02259886428050044,0.014056941752306908,-0.0022484196618944366,0.9995946939951925,0.0051305769389556714,0.028002230570633013,-0.0038598932635185365,0.9989684718845111,-0.04524481632981936,-0.028205477493772054,0.04511839271293139,0.9985833874436075,0.0003602908380728466,0.06819685905440954,0.00013118207984798552,0.033405148364141775,1.22133316465876e-05,-0.4723728207236192,0.945016458551622,0.31758513488070755,0.1929658388404191,-0.010136862992223848,-0.009426674900000247
247,0.6175,20,-0.44628625787405457,0.9516595417205608,0.32255343988981666,0.0004097882967338404,0.011572614868573776,0.0026137254055899105,0.20205031748654767,-0.02095073633200015,-0.026068854503632104,0.0009900653952126474,0.0012054819647032422,0.0003954913062979324,-3.044457840587555,-3.1194239215282225,-0.7767486360381066,0.9996386811009759,0.022807313116888668,0.014042170806038765,-0.0022696154175697253,0.9995953325698207,0.00517811909808,0.027970666549719574,-0.0038970623524233637,0.9989493506284891,-0.04566188546196222,-0.0281777218676533,0.045534404152532085,0.9985652878148845,0.00035682744027772345,0.06877204526907445,0.00012297357593671695,0.033455128492668504,1.1352259955309156e-05,-0.44628625787405457,0.9516595417205608,0.32255343988981666,0.18474505251994505,-0.020114417407888836,-0.002144587667679363
248,0.62,20,-0.42918868261619486,0.9507033218245768,0.3124142017091551,0.0030044967719806016,0.005838052966272809,0.003481557671810747,0.1961989868821446,-0.027025365405832908,-0.027160407534848607,0.0010492634840027976,0.001009460419632684,0.0008559189207741143,-2.9256653022015207,-3.0373145369163796,-0.5457765156082492,0.9996342865883694,0.023009709372839464,0.01402111525303423,-0.0022923085744230454,0.9995963072969215,0.0052281840669783745,0.027926484378099668,-0.003937696918756757,0.9989305971919542,-0.0460668702724832,-0.028137465794461036,0.04593830738161318,0.9985479232032772,0.0003538412469097332,0.06932091738830215,0.0001152270412607469,0.03350216199075122,1.0559073538164953e-05,-0.42918868261619486,0.9507033218245768,0.3124142017091551,0.17728142782371473,-0.030636841817468136,0.0028953839730856564
249,0.6225,20,-0.4200647427242524,0.9430410974735958,0.2891007737635863,0.002843783090754442,0.00781903850353845,0.0017874319176871371,0.19057079125645882,-0.03292279445592315,-0.027791504966799586,0.0010939147724743274,0.0008295002224032425,0.0013551220705744769,-2.8140978128428977,-2.948714525045121,-0.3155487159754904,0.99963006847488,0.023206283727355247,0.013993947676702225,-0.0023160364621456157,0.9995976108070554,0.005279854414992513,0.027870048550064565,-0.00398086433398725,0.998912208741343,-0.04646021896898444,-0.02808503494711837,0.04633057699671004,0.9985312756479744,0.0003512293608226188,0.06984052523026668,0.00010793954866993797,0.033546404227250755,9.827641057600632e-06,-0.4200647427242524,0.9430410974735958,0.2891007737635863,0.17045881580114572,-0.04147966400075066,0.006360555617602898
250,0.625,20,-0.41215486963332315,0.938584128454518,0.2578685814827401,0.002077913142120339,0.009136932803672101,0.00036289577376143905,0.18515512977832965,-0.03863639128119141,-0.02797349955611784,0.0011295079987494526,0.0006613759498245072,0.0018658392356685704,-2.707830739064589,-2.85679841263413,-0.09099729465912651,0.9996260230505504,0.023397252348782423,0.013960853792500201,-0.002340338448293957,0.9995992347546637,0.005332217669695936,0.027801750531461757,-0.004025635192945602,0.9988941827969496,-0.04684235087725024,-0.02802078048848692,0.046711658385643846,0.9985153262878237,0.0003490056119508919,0.07032870939529788,0.00010110377266240657,0.033588009804996384,9.152143199913271e-06,-0.41215486963332315,0.938584128454518,0.2578685814827401,0.1641881311081062,-0.052479448472621794,0.008352643613222781
251,0.6275,20,-0.24513230475898826,0.9428719971600584,0.1590577164960843,0.0003604449524964627,0.009308420456545684,0.01115768455875757,0.17929119997980186,-0.043830303454752514,-0.027380322790661413,0.0007821177688962696,0.0010337671480775544,0.001704042202818123,-2.9319648992639005,-2.5969560867805543,0.2965883827282141,0.999622146431801,0.023582820895839674,0.013922025901168086,-0.0023647656291868294,0.9996011701566524,0.00538438547478075,0.02772199513942204,-0.004071102901442797,0.9988765168842275,-0.04721366474231143,-0.027945066516597044,0.047081975428952504,0.9985000555068039,0.00034718923970648223,0.07078398933404013,9.470997739194947e-05,0.03362713079355356,8.527576456875774e-06,-0.24513230475898826,0.9428719971600584,0.1590577164960843,0.16187023238596224,-0.05539149748013007,0.005434478801555759
252,0.63,20,-0.23008775142907179,0.9658776723159506,0.17957001603380354,0.003634202208402959,0.01382126490835853,0.009328654567743467,0.17388095625226488,-0.04908120496918767,-0.026276541560987805,0.00041401142586485466,0.0012974628046145433,0.0005149741995723499,-2.705121863768484,-2.6254507572175783,0.5518906148368028,0.9996184462651625,0.023762529429026298,0.01387799914865594,-0.002388560484307093,0.9996033918368854,0.0054348509666387185,0.027631891414894687,-0.0041157455138949636,0.998859273947895,-0.047573222375082394,-0.02785892437010011,0.04744062861361148,0.9984854866695291,0.00034508837153643927,0.07122224933935543,8.760067471715754e-05,0.03366363661150891,7.94672163082455e-06,-0.23008775142907179,0.9658776723159506,0.17957001603380354,0.16025217886524007,-0.058742037375191,0.000263172094769714
253,0.6325,20,-0.2059441384309355,0.9816048705223238,0.1844383046926943,0.0030646170675260862,0.012710846359269709,0.006727813551527489,0.1688130050762879,-0.05425711792649905,-0.02527756206986192,0.00021335727299166452,0.0015070998683796425,0.00039522484461472696,-2.533975587988491,-2.587956478655691,0.4994897455629427,0.9996149162406054,0.02393682483483307,0.013828728733164873,-0.002411204623941669,0.999605904707772,0.005482583931149204,0.02753137386318485,-0.004158520501652442,0.998842429018176,-0.04792190209400469,-0.027762240194081775,0.04778852651534612,0.9984715893569022,0.0003426036577845478,0.07164064684875712,8.002009059265367e-05,0.03369768896759917,7.408493226193344e-06,-0.2059441384309355,0.9816048705223238,0.1844383046926943,0.15930862213249225,-0.06247607542993503,-0.006448666206700243
254,0.635,20,-0.1840160361650479,0.9896956415708857,0.17898753224253489,0.0031848495900449057,0.010515916920941339,0.004230764249809522,0.16402184310535603,-0.05930104885010729,-0.024570552475285022,5.552512111838128e-05,0.0016703375848118444,0.0010890890990761383,-2.395580985465945,-2.521965461804121,0.35350479728844836,0.9996115489183083,0.024106051219629915,0.013774289538341656,-0.00243279909800637,0.9996087008725253,0.005527795607380975,0.02742058744201468,-0.004199620690879869,0.9988259595662906,-0.04826039455424578,-0.027655168160669128,0.04812635423758755,0.9984583344846211,0.0003397123986237098,0.07203698095601438,7.214909754067663e-05,0.033729451203298726,6.909744423472385e-06,-0.1840160361650479,0.9896956415708857,0.17898753224253489,0.15874282477099821,-0.06650688422334199,-0.014073816889088552
255,0.6375,20,-0.16483887661157426,0.9904536035515343,0.16465662069664644,0.004107658320406363,0.009455717918464841,0.0019232397905659046,0.15947550716597833,-0.06415148973909406,-0.024173200958346994,9.757169488483628e-05,0.0017969349720963887,0.0016740439983159506,-2.2731679696888363,-2.4252204444933794,0.19867575846901483,0.999608336805844,0.024270489756278706,0.013714809327174494,-0.0024536341136997333,0.9996117673695106,0.005571076509619952,0.027299773679047932,-0.004239615952481936,0.998809846013253,-0.04858927004553015,-0.027537977285536756,0.04845466554941798,0.9984456946642193,0.00033652359657468893,0.07240961833905094,6.41535266307194e-05,0.03375908316093722,6.448133795057702e-06,-0.16483887661157426,0.9904536035515343,0.16465662069664644,0.1584849324303286,-0.070749341227452,-0.02209401490152841
