run_id,scenario,complete_6ms_count,complete_6ms_mean_ms,complete_6ms_p95_ms,complete_6ms_p99_ms,complete_6ms_max_ms,complete_6ms_overrun_count,mpc_policy_mean_ms,ddq_total_mean_ms,ddq_call_1_mean_ms,ddq_call_2_mean_ms,predictor_mean_ms,other_path_mean_ms,tilt_rms_rad,tilt_p95_rad,tilt_max_rad,position_rms_m,position_p95_m,position_max_m,ee_acc_rms_m_s2,ee_alpha_rms_rad_s2,xy_displacement_m,xy_arc_length_m,handoff_tau_jump_l2_nm,smoke_passed,nominal_mapping_path_passed,smoke_warnings,summary_semantics,legacy_mapping_safety_fallback_count,rescue_used_count,rescue_succeeded_before_hold_count,hold_last_succeeded_count,safe_hold_used_count,final_output_uncertified_count,no_safe_torque_count,final_unsafe_count,qp_failure_count,qp_fallback_count,predictor_fallback_count,fallen,nan_inf_count,formal_environment_pass,certified_control_gate_pass
20260816_011925_final_freeze,nominal,1329,3.3023697578454563,3.4644620012841187,3.630513084644918,4.3402950032032095,0,1.8793269962694217,0.9949469218373774,0.49895140043558117,0.4959955214017962,0.3743539344773581,0.391822990980192,0.0026174037696090435,0.005713166414536852,0.007573684156195679,0.013735420341185463,0.02459307557931569,0.027715762371252197,2.9415089284031826,7.045140289052242,3.222744384939758,3.348566238023936,6.619200331835519,True,False,MAPPING_SAFETY_FALLBACK_USED,certified_fallback_is_warning,3,2,2,0,0,0,0,0,0,0,0,False,0,True,True
20260816_012007_final_freeze_heldout_pair_02_minus,heldout_pair_02_minus,1329,3.299515692994692,3.4565650028525847,3.5320128849707544,4.228574005537666,0,1.8774547576961673,0.9922353559211923,0.498100344582937,0.4941350113382553,0.3736799474022659,0.3932179277595747,0.002573218408181173,0.0043931493825279215,0.006995778994550064,0.01367970296679454,0.021625722646637296,0.02442577494577801,2.9605531850680005,7.048757099975255,3.2121141125986563,3.3403456414252046,5.74416049284359,True,False,MAPPING_SAFETY_FALLBACK_USED,certified_fallback_is_warning,5,3,2,1,0,0,0,0,0,0,0,False,0,True,True
